Rk		Name	Team	Age	Pos	GP	G	A	P	PIM	+/-	TOI	ES	PP	SH	ESG	PPG	SHG	GWG	OTG	ESA	PPA	SHA	GWA	OTA	ESP	PPP	SHP	GWP	OTP	PPP%	G/60	A/60	P/60	ESG/60	ESA/60	ESP/60	PPG/60	PPA/60	PPP/60	G/GP	A/GP	P/GP	SHOTS	SH%	HITS	BS	FOW	FOL	FO%
179	CZ	Filip Hronek	VAN	26	D	13	1	1	2	6	-3	21:02	18:33	0:57	1:31	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0.0%	0.219	0.219	0.439	0.249	0.249	0.498	0.000	0.000	0.000	0.077	0.077	0.154	13	7.7%	25	15	0	0	0.00%
180	FI	Kaapo Kakko	NYR	22	F	15	1	1	2	0	-4	12:06	11:42	0:24	0:00	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0.0%	0.330	0.330	0.661	0.342	0.342	0.683	0.000	0.000	0.000	0.067	0.067	0.133	19	5.3%	20	4	4	3	57.14%
181	SE	Alexander Wennberg	NYR	29	F	16	1	1	2	4	-2	16:26	13:56	1:12	1:17	1	0	0	1	1	1	0	0	0	0	2	0	0	1	1	0.0%	0.228	0.228	0.456	0.269	0.269	0.538	0.000	0.000	0.000	0.063	0.063	0.125	13	7.7%	11	27	68	85	44.44%
182	CA	Will Cuylle	NYR	21	F	16	1	1	2	8	3	11:17	11:17	0:00	0:00	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0.0%	0.332	0.332	0.665	0.332	0.332	0.665	0.000	0.000	0.000	0.063	0.063	0.125	18	5.6%	46	6	1	0	100.00%
183	BY	Alexei Protas	WSH	22	F	4	0	2	2	0	1	14:57	13:22	0:07	1:28	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0.0%	0.000	2.006	2.006	0.000	2.244	2.244	0.000	0.000	0.000	0.000	0.500	0.500	8	0.0%	4	3	1	0	100.00%
184	CH	Nino Niederreiter	WPG	31	F	5	0	2	2	4	-5	13:33	11:44	1:48	0:00	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0.0%	0.000	1.771	1.771	0.000	2.044	2.044	0.000	0.000	0.000	0.000	0.400	0.400	9	0.0%	12	3	3	3	50.00%
185	CA	Adam Pelech	NYI	29	D	5	0	2	2	4	-1	22:18	19:44	0:08	2:26	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0.0%	0.000	1.076	1.076	0.000	1.216	1.216	0.000	0.000	0.000	0.000	0.400	0.400	4	0.0%	19	12	0	0	0.00%
186	RU	Vladislav Gavrikov	LAK	28	D	5	0	2	2	2	0	19:48	16:48	0:15	2:44	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0.0%	0.000	1.212	1.212	0.000	1.428	1.428	0.000	0.000	0.000	0.000	0.400	0.400	2	0.0%	11	3	0	0	0.00%
187	CA	Anthony Duclair	TBL	28	F	5	0	2	2	0	-3	13:26	12:02	1:24	0:00	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0.0%	0.000	1.786	1.786	0.000	1.993	1.993	0.000	0.000	0.000	0.000	0.400	0.400	5	0.0%	7	5	0	1	0.00%
188	DK	Nikolaj Ehlers	WPG	27	F	5	0	2	2	0	-4	15:52	14:01	1:49	0:02	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0.0%	0.000	1.512	1.512	0.000	1.712	1.712	0.000	0.000	0.000	0.000	0.400	0.400	14	0.0%	11	2	0	0	0.00%
189	CA	Anthony Cirelli	TBL	26	F	5	0	2	2	0	-6	18:31	15:22	1:04	2:03	0	0	0	0	0	2	0	0	1	0	2	0	0	1	0	0.0%	0.000	1.296	1.296	0.000	1.560	1.560	0.000	0.000	0.000	0.000	0.400	0.400	5	0.0%	21	6	22	32	40.74%
190	US	Mason Appleton	WPG	27	F	5	0	2	2	6	-4	13:59	13:12	0:01	0:46	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0.0%	0.000	1.715	1.715	0.000	1.818	1.818	0.000	0.000	0.000	0.000	0.400	0.400	7	0.0%	9	2	1	0	100.00%
191	US	Matt Roy	LAK	28	D	5	0	2	2	2	1	19:29	16:41	0:10	2:37	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0.0%	0.000	1.231	1.231	0.000	1.438	1.438	0.000	0.000	0.000	0.000	0.400	0.400	5	0.0%	18	11	0	0	0.00%
192	SE	William Karlsson	VGK	30	F	7	0	2	2	0	4	15:56	13:19	0:53	1:43	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0.0%	0.000	1.075	1.075	0.000	1.286	1.286	0.000	0.000	0.000	0.000	0.286	0.286	9	0.0%	8	5	23	18	56.10%
193	US	Anthony DeAngelo	CAR	28	D	9	0	2	2	6	-1	17:03	16:11	0:48	0:02	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0.0%	0.000	0.782	0.782	0.000	0.823	0.823	0.000	0.000	0.000	0.000	0.222	0.222	16	0.0%	8	7	0	0	0.00%
194	CA	Parker Wotherspoon	BOS	26	D	10	0	2	2	6	-1	17:33	14:33	0:04	2:54	0	0	0	0	0	2	0	0	1	0	2	0	0	1	0	0.0%	0.000	0.684	0.684	0.000	0.824	0.824	0.000	0.000	0.000	0.000	0.200	0.200	9	0.0%	22	24	0	0	0.00%
195	US	Jalen Chatfield	CAR	27	D	11	0	2	2	12	-1	20:11	19:06	0:04	1:01	0	0	0	0	0	2	0	0	1	0	2	0	0	1	0	0.0%	0.000	0.540	0.540	0.000	0.571	0.571	0.000	0.000	0.000	0.000	0.182	0.182	15	0.0%	11	17	0	0	0.00%
196	US	Ian Cole	VAN	34	D	13	0	2	2	6	-3	16:49	14:00	0:00	2:48	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0.0%	0.000	0.549	0.549	0.000	0.659	0.659	0.000	0.000	0.000	0.000	0.154	0.154	4	0.0%	18	27	0	0	0.00%
197	US	Patrick Maroon	BOS	35	F	13	0	2	2	18	-2	9:35	9:04	0:29	0:01	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0.0%	0.000	0.963	0.963	0.000	1.017	1.017	0.000	0.000	0.000	0.000	0.154	0.154	5	0.0%	31	2	0	0	0.00%
198	LV	Teodors Blueger	VAN	29	F	13	0	2	2	6	-3	13:15	10:44	0:01	2:29	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0.0%	0.000	0.696	0.696	0.000	0.859	0.859	0.000	0.000	0.000	0.000	0.154	0.154	4	0.0%	18	14	39	33	54.17%
199	US	Craig Smith	DAL	34	F	14	0	2	2	2	-2	11:13	11:11	0:00	0:02	0	0	0	0	0	2	0	0	2	0	2	0	0	2	0	0.0%	0.000	0.763	0.763	0.000	0.766	0.766	0.000	0.000	0.000	0.000	0.143	0.143	14	0.0%	25	9	4	5	44.44%
200	CA	Braden Schneider	NYR	22	D	16	0	2	2	16	0	17:32	16:41	0:01	0:48	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0.0%	0.000	0.428	0.428	0.000	0.449	0.449	0.000	0.000	0.000	0.000	0.125	0.125	15	0.0%	32	34	0	0	0.00%
201	US	Kyle Okposo	FLA	35	F	17	0	2	2	10	-1	8:33	8:17	0:14	0:01	0	0	0	0	0	2	0	0	1	0	2	0	0	1	0	0.0%	0.000	0.825	0.825	0.000	0.851	0.851	0.000	0.000	0.000	0.000	0.118	0.118	16	0.0%	52	9	6	9	40.00%
202	CA	Christopher Tanev	DAL	34	D	19	0	2	2	6	7	22:17	20:27	0:01	1:48	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0.0%	0.000	0.283	0.283	0.000	0.309	0.309	0.000	0.000	0.000	0.000	0.105	0.105	13	0.0%	30	73	0	0	0.00%
203	RU	Dmitri Kulikov	FLA	33	D	24	0	2	2	16	-1	13:54	12:04	0:03	1:46	0	0	0	0	0	2	0	0	1	0	2	0	0	1	0	0.0%	0.000	0.359	0.359	0.000	0.414	0.414	0.000	0.000	0.000	0.000	0.083	0.083	15	0.0%	56	25	0	0	0.00%
204	US	Nate Schmidt	WPG	32	D	3	1	0	1	0	-5	15:12	13:46	0:36	0:50	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0%	1.315	0.000	1.315	1.453	0.000	1.453	0.000	0.000	0.000	0.333	0.000	0.333	4	25.0%	4	6	0	0	0.00%
205	RU	Vladislav Namestnikov	WPG	31	F	4	1	0	1	2	-3	12:13	8:45	1:43	1:44	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0%	1.227	0.000	1.227	1.712	0.000	1.712	0.000	0.000	0.000	0.250	0.000	0.250	4	25.0%	8	2	3	5	37.50%
206	SE	David Gustafsson	WPG	23	F	4	1	0	1	2	-1	7:41	7:05	0:02	0:34	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0%	1.950	0.000	1.950	2.115	0.000	2.115	0.000	0.000	0.000	0.250	0.000	0.250	4	25.0%	6	3	10	8	55.56%
207	CA	Connor McMichael	WSH	22	F	4	1	0	1	2	-3	16:01	11:55	2:00	2:05	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0%	0.936	0.000	0.936	1.257	0.000	1.257	0.000	0.000	0.000	0.250	0.000	0.250	13	7.7%	2	0	18	28	39.13%
208	US	Tyler Motte	TBL	28	F	5	1	0	1	2	-1	9:21	7:41	0:00	1:38	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0%	1.283	0.000	1.283	1.559	0.000	1.559	0.000	0.000	0.000	0.200	0.000	0.200	2	50.0%	9	2	1	2	33.33%
209	CA	Pierre-Luc Dubois	LAK	25	F	5	1	0	1	20	0	14:50	13:35	1:15	0:00	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0%	0.809	0.000	0.809	0.883	0.000	0.883	0.000	0.000	0.000	0.200	0.000	0.200	4	25.0%	24	1	30	33	47.62%
210	US	Kyle MacLean	NYI	24	F	5	1	0	1	5	-1	11:54	11:54	0:00	0:00	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0%	1.007	0.000	1.007	1.008	0.000	1.008	0.000	0.000	0.000	0.200	0.000	0.200	6	16.7%	7	5	17	23	42.50%
211	US	Trevor Moore	LAK	28	F	5	1	0	1	4	-1	16:53	14:10	1:36	1:07	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0%	0.710	0.000	0.710	0.847	0.000	0.847	0.000	0.000	0.000	0.200	0.000	0.200	15	6.7%	11	3	1	0	100.00%
212	CZ	Jakub Lauko	BOS	23	F	5	1	0	1	2	1	9:07	9:04	0:00	0:01	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0%	1.316	0.000	1.316	1.323	0.000	1.323	0.000	0.000	0.000	0.200	0.000	0.200	8	12.5%	17	1	1	1	50.00%
213	US	Blake Lizotte	LAK	26	F	5	1	0	1	2	0	10:21	8:21	0:02	1:58	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0%	1.158	0.000	1.158	1.437	0.000	1.437	0.000	0.000	0.000	0.200	0.000	0.200	3	33.3%	10	3	12	12	50.00%
214	CA	Colton Sissons	NSH	30	F	6	1	0	1	6	2	16:58	13:29	2:04	1:25	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0%	0.589	0.000	0.589	0.742	0.000	0.742	0.000	0.000	0.000	0.167	0.000	0.167	10	10.0%	18	8	37	40	48.05%
215	CA	Ty Dellandrea	DAL	23	F	6	1	0	1	2	0	10:44	9:37	0:00	1:07	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0.0%	0.931	0.000	0.931	1.039	0.000	1.039	0.000	0.000	0.000	0.167	0.000	0.167	8	12.5%	10	2	7	16	30.43%
216	US	Kiefer Sherwood	NSH	28	F	6	1	0	1	0	-2	11:58	11:22	0:09	0:27	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0%	0.835	0.000	0.835	0.880	0.000	0.880	0.000	0.000	0.000	0.167	0.000	0.167	4	25.0%	33	3	2	1	66.67%
217	CA	Luke Evangelista	NSH	21	F	6	1	0	1	2	0	13:22	10:17	3:05	0:00	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0%	0.748	0.000	0.748	0.972	0.000	0.972	0.000	0.000	0.000	0.167	0.000	0.167	14	7.1%	2	0	0	0	0.00%
218	CZ	Tomas Hertl	VGK	30	F	7	1	0	1	2	-6	18:33	16:39	1:40	0:13	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	100.0%	0.462	0.000	0.462	0.000	0.000	0.000	5.143	0.000	5.143	0.143	0.000	0.143	14	7.1%	27	4	53	39	57.61%
219	US	Jake McCabe	TOR	30	D	7	1	0	1	4	0	21:23	17:47	1:34	2:01	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0%	0.401	0.000	0.401	0.482	0.000	0.482	0.000	0.000	0.000	0.143	0.000	0.143	5	20.0%	22	13	0	1	0.00%
220	CZ	David Kämpf	TOR	28	F	7	1	0	1	0	-2	13:21	11:21	0:06	1:53	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0%	0.642	0.000	0.642	0.755	0.000	0.755	0.000	0.000	0.000	0.143	0.000	0.143	10	10.0%	13	0	37	34	52.11%
221	CA	William Carrier	VGK	29	F	7	1	0	1	6	1	10:42	10:41	0:01	0:00	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0%	0.800	0.000	0.800	0.802	0.000	0.802	0.000	0.000	0.000	0.143	0.000	0.143	9	11.1%	33	2	0	1	0.00%
222	CZ	Radek Faksa	DAL	29	F	8	1	0	1	2	-1	11:55	11:10	0:00	0:43	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0.0%	0.629	0.000	0.629	0.671	0.000	0.671	0.000	0.000	0.000	0.125	0.000	0.125	8	12.5%	26	5	22	25	46.81%
223	RU	Yakov Trenin	COL	26	F	10	1	0	1	4	1	10:35	8:50	0:00	1:44	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0%	0.566	0.000	0.566	0.678	0.000	0.678	0.000	0.000	0.000	0.100	0.000	0.100	8	12.5%	30	3	44	57	43.56%
224	US	Brandon Duhaime	COL	26	F	11	1	0	1	8	-2	7:45	7:30	0:00	0:14	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0%	0.703	0.000	0.703	0.726	0.000	0.726	0.000	0.000	0.000	0.091	0.000	0.091	6	16.7%	39	7	0	0	0.00%
225	CA	Matthew Rempe	NYR	21	F	11	1	0	1	10	2	6:07	6:07	0:00	0:00	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0%	0.891	0.000	0.891	0.892	0.000	0.892	0.000	0.000	0.000	0.091	0.000	0.091	5	20.0%	38	4	2	1	66.67%
226	CA	Tyson Barrie	NSH	32	D	1	0	1	1	0	-1	17:42	13:07	4:35	0:00	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	100.0%	0.000	3.390	3.390	0.000	0.000	0.000	0.000	13.091	13.091	0.000	1.000	1.000	0	0.00%	0	0	0	0	0.00%
227	CA	Colin Miller	WPG	31	D	1	0	1	1	0	1	14:42	13:54	0:00	0:48	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	4.082	4.082	0.000	4.317	4.317	0.000	0.000	0.000	0.000	1.000	1.000	3	0.0%	4	1	0	0	0.00%
228	US	Brett Pesce	CAR	29	D	2	0	1	1	2	1	14:18	13:02	0:00	1:15	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	2.098	2.098	0.000	2.300	2.300	0.000	0.000	0.000	0.000	0.500	0.500	1	0.0%	2	3	0	0	0.00%
229	RU	Mikhail Sergachev	TBL	25	D	2	0	1	1	0	-3	17:43	15:19	1:15	1:08	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0.0%	0.000	1.693	1.693	0.000	1.958	1.958	0.000	0.000	0.000	0.000	0.500	0.500	2	0.0%	1	4	0	0	0.00%
230	CA	Logan Stanley	WPG	25	D	3	0	1	1	6	-1	9:59	9:58	0:01	0:00	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	2.002	2.002	0.000	2.007	2.007	0.000	0.000	0.000	0.000	0.333	0.333	2	0.0%	16	3	0	0	0.00%
231	US	T.J. Oshie	WSH	37	F	4	0	1	1	4	-2	18:34	14:05	4:19	0:09	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.808	0.808	0.000	1.065	1.065	0.000	0.000	0.000	0.000	0.250	0.250	3	0.0%	12	2	1	1	50.00%
232	US	Max Pacioretty	WSH	35	F	4	0	1	1	2	-2	14:33	11:01	3:32	0:00	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	100.0%	0.000	1.030	1.030	0.000	0.000	0.000	0.000	4.245	4.245	0.000	0.250	0.250	5	0.0%	3	1	1	2	33.33%
233	RU	Alexander Alexeyev	WSH	24	D	4	0	1	1	4	-2	19:13	16:36	0:30	2:06	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.781	0.781	0.000	0.903	0.903	0.000	0.000	0.000	0.000	0.250	0.250	2	0.0%	6	7	0	0	0.00%
234	CA	Tanner Jeannot	TBL	26	F	4	0	1	1	2	-2	8:44	8:42	0:00	0:02	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	1.716	1.716	0.000	1.723	1.723	0.000	0.000	0.000	0.000	0.250	0.250	3	0.0%	17	1	0	0	0.00%
235	CA	Ryan Reaves	TOR	36	F	5	0	1	1	2	-1	7:52	7:52	0:00	0:00	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	1.525	1.525	0.000	1.525	1.525	0.000	0.000	0.000	0.000	0.200	0.200	2	0.0%	26	0	0	0	0.00%
236	CA	Robert Bortuzzo	NYI	34	D	5	0	1	1	14	-3	13:33	12:09	0:00	1:24	0	0	0	0	0	1	0	0	1	1	1	0	0	1	1	0.0%	0.000	0.885	0.885	0.000	0.988	0.988	0.000	0.000	0.000	0.000	0.200	0.200	0	0.00%	6	13	0	0	0.00%
237	CA	Phillip Danault	LAK	30	F	5	0	1	1	4	0	17:15	14:10	1:34	1:30	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.695	0.695	0.000	0.847	0.847	0.000	0.000	0.000	0.000	0.200	0.200	9	0.0%	6	5	36	43	45.57%
238	CA	Dylan Demelo	WPG	30	D	5	0	1	1	2	-1	22:24	20:03	0:05	2:16	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.536	0.536	0.000	0.599	0.599	0.000	0.000	0.000	0.000	0.200	0.200	5	0.0%	20	3	0	0	0.00%
239	CA	Sean Monahan	WPG	29	F	5	0	1	1	0	-1	18:21	14:43	2:08	1:29	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	100.0%	0.000	0.654	0.654	0.000	0.000	0.000	0.000	5.607	5.607	0.000	0.200	0.200	13	0.0%	6	4	42	42	50.00%
240	SK	Erik Cernak	TBL	26	D	5	0	1	1	2	0	20:38	18:01	0:08	2:29	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.581	0.581	0.000	0.666	0.666	0.000	0.000	0.000	0.000	0.200	0.200	2	0.0%	24	7	0	0	0.00%
241	SE	Andreas Englund	LAK	27	D	5	0	1	1	9	1	13:04	12:26	0:00	0:38	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.918	0.918	0.000	0.965	0.965	0.000	0.000	0.000	0.000	0.200	0.200	0	0.00%	25	8	0	0	0.00%
242	RU	Alexander Romanov	NYI	23	D	5	0	1	1	0	2	22:33	20:47	0:00	1:46	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.532	0.532	0.000	0.577	0.577	0.000	0.000	0.000	0.000	0.200	0.200	6	0.0%	9	14	0	0	0.00%
243	CA	Noah Dobson	NYI	23	D	5	0	1	1	6	-1	24:06	22:24	1:31	0:09	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	100.0%	0.000	0.498	0.498	0.000	0.000	0.000	0.000	7.843	7.843	0.000	0.200	0.200	6	0.0%	5	7	0	0	0.00%
244	US	Alex Iafallo	WPG	30	F	5	0	1	1	0	-1	10:50	8:30	0:09	2:10	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	1.106	1.106	0.000	1.410	1.410	0.000	0.000	0.000	0.000	0.200	0.200	1	0.0%	6	10	0	0	0.00%
245	US	Neal Pionk	WPG	28	D	5	0	1	1	4	-2	21:57	18:36	1:38	1:42	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.547	0.547	0.000	0.645	0.645	0.000	0.000	0.000	0.000	0.200	0.200	5	0.0%	19	12	0	0	0.00%
246	CA	Jordan Spence	LAK	22	D	5	0	1	1	0	2	15:40	14:06	1:30	0:03	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.766	0.766	0.000	0.851	0.851	0.000	0.000	0.000	0.000	0.200	0.200	5	0.0%	9	5	0	0	0.00%
247	US	Kevin Shattenkirk	BOS	34	D	6	0	1	1	0	-1	12:56	10:47	1:57	0:11	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.773	0.773	0.000	0.927	0.927	0.000	0.000	0.000	0.000	0.167	0.167	4	0.0%	7	3	0	0	0.00%
248	US	Ryan McDonagh	NSH	34	D	6	0	1	1	6	-1	23:47	20:06	2:00	1:40	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.420	0.420	0.000	0.497	0.497	0.000	0.000	0.000	0.000	0.167	0.167	7	0.0%	10	15	0	0	0.00%
249	SE	Timothy Liljegren	TOR	24	D	6	0	1	1	2	-1	17:52	16:19	1:13	0:19	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.560	0.560	0.000	0.613	0.613	0.000	0.000	0.000	0.000	0.167	0.167	0	0.00%	12	5	0	0	0.00%
250	CA	Jeremy Lauzon	NSH	26	D	6	0	1	1	4	-2	18:29	16:53	0:02	1:33	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.541	0.541	0.000	0.592	0.592	0.000	0.000	0.000	0.000	0.167	0.167	4	0.0%	23	9	0	0	0.00%
251	CA	Connor Dewar	TOR	24	F	6	0	1	1	0	-1	11:10	10:12	0:02	0:56	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.895	0.895	0.000	0.980	0.980	0.000	0.000	0.000	0.000	0.167	0.167	6	0.0%	14	2	0	2	0.00%
252	CA	Alex Pietrangelo	VGK	33	D	7	0	1	1	4	0	23:18	20:46	0:40	1:51	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.368	0.368	0.000	0.413	0.413	0.000	0.000	0.000	0.000	0.143	0.143	11	0.0%	9	17	0	0	0.00%
253	CA	Joel Edmundson	TOR	30	D	7	0	1	1	6	-1	18:39	16:15	0:01	2:22	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.459	0.459	0.000	0.527	0.527	0.000	0.000	0.000	0.000	0.143	0.143	7	0.0%	22	12	0	0	0.00%
254	CA	Chandler Stephenson	VGK	29	F	7	0	1	1	8	-3	17:47	15:22	1:30	0:55	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.482	0.482	0.000	0.558	0.558	0.000	0.000	0.000	0.000	0.143	0.143	7	0.0%	16	6	30	41	42.25%
255	SE	Jesper Boqvist	BOS	25	F	8	0	1	1	0	0	9:56	9:40	0:08	0:08	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.754	0.754	0.000	0.776	0.776	0.000	0.000	0.000	0.000	0.125	0.125	4	0.0%	26	4	8	7	53.33%
256	CA	Danton Heinen	BOS	28	F	8	0	1	1	0	0	15:18	11:45	1:19	2:13	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0.0%	0.000	0.490	0.490	0.000	0.638	0.638	0.000	0.000	0.000	0.000	0.125	0.125	10	0.0%	12	3	1	2	33.33%
257	CA	Sam Carrick	EDM	31	F	10	0	1	1	12	-1	9:14	8:38	0:02	0:33	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.649	0.649	0.000	0.694	0.694	0.000	0.000	0.000	0.000	0.100	0.100	4	0.0%	31	3	56	49	53.33%
258	FI	Jesperi Kotkaniemi	CAR	23	F	11	0	1	1	4	-2	11:00	10:56	0:04	0:00	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0.0%	0.000	0.495	0.495	0.000	0.499	0.499	0.000	0.000	0.000	0.000	0.091	0.091	15	0.0%	12	8	24	20	54.55%
259	CA	Tyler Myers	VAN	33	D	12	0	1	1	6	1	19:29	17:08	0:01	2:20	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.257	0.257	0.000	0.292	0.292	0.000	0.000	0.000	0.000	0.083	0.083	7	0.0%	40	26	0	0	0.00%
260	CA	Nick Cousins	FLA	30	F	12	0	1	1	20	-1	8:41	8:39	0:02	0:00	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0.0%	0.000	0.575	0.575	0.000	0.578	0.578	0.000	0.000	0.000	0.000	0.083	0.083	9	0.0%	18	9	0	2	0.00%
261	SE	Nils Lundkvist	DAL	23	D	12	0	1	1	2	0	4:27	4:22	0:00	0:05	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	1.121	1.121	0.000	1.143	1.143	0.000	0.000	0.000	0.000	0.083	0.083	4	0.0%	6	3	0	0	0.00%
262	CA	Vincent Desharnais	EDM	27	D	16	0	1	1	22	-9	17:14	14:10	0:06	2:57	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.217	0.217	0.000	0.264	0.264	0.000	0.000	0.000	0.000	0.063	0.063	7	0.0%	40	41	0	0	0.00%
263	US	Derek Ryan	EDM	37	F	19	0	1	1	8	-9	8:33	7:21	0:00	1:12	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.369	0.369	0.000	0.429	0.429	0.000	0.000	0.000	0.000	0.053	0.053	11	0.0%	35	8	60	68	46.88%
264	US	Jake Oettinger	DAL	25	G	19	0	1	1	2						0	0	0	0	0									0	0	0.0%										0.000	0.053	0.053							
265	CA	Stuart Skinner	EDM	25	G	23	0	1	1	2						0	0	0	0	0									0	0	0.0%										0.000	0.043	0.043							
266	RU	Sergei Bobrovsky	FLA	35	G	24	0	1	1	0						0	0	0	0	0									0	0	0.0%										0.000	0.042	0.042							
267	SE	Kevin Stenlund	FLA	27	F	24	0	1	1	8	-3	11:16	8:44	0:07	2:24	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.222	0.222	0.000	0.286	0.286	0.000	0.000	0.000	0.000	0.042	0.042	16	0.0%	49	11	118	111	51.53%
268	US	Blake Wheeler	NYR	37	F	1	0	0	0	2	0	9:18	9:18	0:00	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0%	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0.00%	4	2	1	0	100.00%
269	CA	T.J. Brodie	TOR	33	D	1	0	0	0	0	-2	17:10	14:23	0:11	2:36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0%	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2	0.0%	2	2	0	0	0.00%
