Rk		Name	Team	Age	Pos	GP	G	A	P	PIM	+/-	TOI	ES	PP	SH	ESG	PPG	SHG	GWG	OTG	ESA	PPA	SHA	GWA	OTA	ESP	PPP	SHP	GWP	OTP	PPP%	G/60	A/60	P/60	ESG/60	ESA/60	ESP/60	PPG/60	PPA/60	PPP/60	G/GP	A/GP	P/GP	SHOTS	SH%	HITS	BS	FOW	FOL	FO%
21	US	Jimmy Snuggerud	STL	21	F	22	11	15	26	8	20	17:53	15:33	2:19	0:00	10	1	0	2	0	14	1	0	2	0	24	2	0	4	0	7.7%	1.677	2.287	3.964	1.754	2.455	4.209	1.171	1.171	2.343	0.500	0.682	1.182	68	16.2%	19	11	1	7	12.50%
22	SE	Filip Forsberg	NSH	31	F	22	13	12	25	6	3	19:11	15:59	3:12	0:00	8	5	0	2	1	8	4	0	2	0	16	9	0	4	1	36.0%	1.847	1.705	3.552	1.365	1.365	2.729	4.257	3.406	7.663	0.591	0.545	1.136	59	22.0%	17	15	0	3	0.00%
23	US	Kyle Connor	WPG	29	F	23	12	13	25	2	2	22:16	18:16	2:56	1:03	10	2	0	4	1	11	2	0	3	1	21	4	0	7	2	16.0%	1.405	1.522	2.927	1.427	1.570	2.998	1.773	1.773	3.547	0.522	0.565	1.087	75	16.0%	21	9	0	1	0.00%
24	US	Jake Guentzel	TBL	31	F	23	12	13	25	14	0	19:50	14:53	3:33	1:23	10	2	0	0	0	8	5	0	2	0	18	7	0	2	0	28.0%	1.578	1.710	3.288	1.751	1.401	3.152	1.469	3.673	5.142	0.522	0.565	1.087	66	18.2%	15	9	81	80	50.31%
25	SE	Mika Zibanejad	NYR	32	F	23	10	15	25	4	3	20:34	15:10	3:33	1:50	6	4	0	0	0	7	8	0	5	0	13	12	0	5	0	48.0%	1.268	1.902	3.170	1.031	1.203	2.235	2.935	5.869	8.804	0.435	0.652	1.087	56	17.9%	27	13	169	149	53.14%
26	US	Adam Fox	NYR	27	D	23	5	20	25	8	1	23:33	19:06	3:34	0:52	2	3	0	0	0	8	12	0	3	0	10	15	0	3	0	60.0%	0.554	2.214	2.768	0.273	1.092	1.365	2.188	8.752	10.940	0.217	0.870	1.087	32	15.6%	8	26	0	0	0.00%
27	SE	Adrian Kempe	LAK	29	F	21	14	10	24	4	9	19:37	16:29	2:49	0:18	13	1	0	3	1	9	1	0	1	1	22	2	0	4	2	8.3%	2.038	1.456	3.494	2.252	1.559	3.812	1.010	1.010	2.020	0.667	0.476	1.143	59	23.7%	19	6	2	4	33.33%
28	SE	Rickard Rakell	PIT	32	F	23	14	10	24	2	-2	18:57	14:31	3:56	0:30	9	4	1	1	0	5	5	0	1	0	14	9	1	2	0	37.5%	1.926	1.376	3.302	1.617	0.898	2.515	2.653	3.316	5.969	0.609	0.435	1.043	60	23.3%	19	12	76	108	41.30%
29	CA	Dylan Guenther	UTA	22	F	22	13	11	24	4	-2	17:48	14:40	2:59	0:08	10	3	0	0	0	4	7	0	3	1	14	10	0	3	1	41.7%	1.991	1.684	3.675	1.858	0.743	2.601	2.731	6.372	9.102	0.591	0.500	1.091	57	22.8%	23	9	5	6	45.45%
30	SE	William Nylander	TOR	29	F	22	11	13	24	2	-14	21:12	18:09	2:50	0:11	7	4	0	1	0	6	7	0	0	0	13	11	0	1	0	45.8%	1.415	1.672	3.087	1.051	0.901	1.952	3.836	6.713	10.549	0.500	0.591	1.091	62	17.7%	9	10	8	16	33.33%
31	CA	Alexis Lafrenière	NYR	24	F	23	11	13	24	4	7	18:55	15:24	3:28	0:01	5	6	0	3	0	10	3	0	2	0	15	9	0	5	0	37.5%	1.516	1.792	3.309	0.846	1.692	2.538	4.501	2.250	6.751	0.478	0.565	1.043	54	20.4%	5	6	2	7	22.22%
32	US	Bryan Rust	PIT	33	F	21	10	14	24	8	1	19:36	13:59	4:09	1:27	5	4	1	0	0	11	2	1	0	0	16	6	2	0	0	25.0%	1.458	2.041	3.498	1.021	2.245	3.266	2.753	1.376	4.129	0.476	0.667	1.143	54	18.5%	15	15	2	9	18.18%
33	RU	Artemi Panarin	LAK	34	F	22	9	15	24	4	10	20:57	17:36	3:20	0:00	7	2	0	1	0	12	3	0	3	2	19	5	0	4	2	20.8%	1.171	1.952	3.123	1.084	1.858	2.942	1.630	2.446	4.076	0.409	0.682	1.091	56	16.1%	3	5	0	0	0.00%
34	SE	Viktor Arvidsson	BOS	32	F	22	9	15	24	4	11	14:51	12:52	1:59	0:00	9	0	0	1	0	13	2	0	0	0	22	2	0	1	0	8.3%	1.651	2.752	4.404	1.907	2.755	4.662	0.000	2.735	2.735	0.409	0.682	1.091	46	19.6%	8	10	0	3	0.00%
35	US	Matthew Tkachuk	FLA	28	F	19	8	16	24	17	0	17:55	14:25	3:01	0:28	7	1	0	1	0	11	5	0	3	1	18	6	0	4	1	25.0%	1.410	2.819	4.229	1.533	2.409	3.942	1.042	5.211	6.254	0.421	0.842	1.263	51	15.7%	16	5	3	5	37.50%
36	US	Patrick Kane	DET	37	F	22	7	17	24	4	-2	18:54	15:37	3:16	0:00	7	0	0	2	0	9	8	0	1	0	16	8	0	3	0	33.3%	1.010	2.453	3.463	1.222	1.571	2.793	0.000	6.671	6.671	0.318	0.773	1.091	57	12.3%	11	5	2	8	20.00%
37	CA	Wyatt Johnston	DAL	22	F	23	13	10	23	16	-3	20:15	16:05	3:55	0:14	6	7	0	1	1	6	4	0	3	1	12	11	0	4	2	47.8%	1.674	1.288	2.962	0.973	0.973	1.945	4.645	2.654	7.300	0.565	0.435	1.000	49	26.5%	29	11	127	130	49.42%
38	RU	Yegor Chinakhov	PIT	24	F	23	9	14	23	4	-1	17:15	14:37	2:38	0:00	7	2	0	1	0	10	4	0	1	0	17	6	0	2	0	26.1%	1.361	2.116	3.477	1.249	1.784	3.034	1.981	3.961	5.942	0.391	0.609	1.000	60	15.0%	9	17	0	0	0.00%
39	CH	Nico Hischier	NJD	26	F	22	8	15	23	4	2	20:25	15:35	2:43	2:06	3	5	0	3	1	10	4	1	2	0	13	9	1	5	1	39.1%	1.068	2.003	3.071	0.525	1.749	2.274	5.008	4.007	9.015	0.364	0.682	1.045	52	15.4%	14	13	295	214	57.96%
40	SE	Rasmus Dahlin	BUF	25	D	21	7	16	23	23	21	23:12	19:02	3:24	0:45	5	2	0	0	0	14	2	0	3	0	19	4	0	3	0	17.4%	0.862	1.969	2.831	0.750	2.100	2.851	1.674	1.674	3.349	0.333	0.762	1.095	46	15.2%	15	10	0	0	0.00%
41	CA	Matt Duchene	DAL	34	F	23	5	18	23	0	0	17:16	13:32	3:41	0:01	4	1	0	1	0	10	8	0	5	1	14	9	0	6	1	39.1%	0.755	2.719	3.475	0.770	1.926	2.696	0.705	5.642	6.347	0.217	0.783	1.000	37	13.5%	19	9	137	131	51.12%
42	CA	Evan Bouchard	EDM	26	D	20	4	19	23	6	8	25:05	19:42	3:45	1:37	3	1	0	2	2	10	8	1	3	0	13	9	1	5	2	39.1%	0.478	2.272	2.750	0.457	1.522	1.979	0.799	6.391	7.190	0.200	0.950	1.150	51	7.8%	5	19	0	0	0.00%
43	US	Brock Boeser	VAN	28	F	22	10	12	22	2	-18	19:06	15:05	2:45	1:15	5	4	1	1	0	6	6	0	3	1	11	10	1	4	1	45.5%	1.428	1.713	3.141	0.904	1.085	1.988	3.950	5.924	9.874	0.455	0.545	1.000	49	20.4%	22	4	6	16	27.27%
44	CA	John Tavares	TOR	35	F	22	9	13	22	6	-8	19:03	16:10	2:50	0:02	4	5	0	2	1	7	6	0	1	0	11	11	0	3	1	50.0%	1.288	1.860	3.148	0.674	1.180	1.854	4.799	5.758	10.557	0.409	0.591	1.000	46	19.6%	21	8	245	194	55.81%
45	US	Jack Eichel	VGK	29	F	23	6	16	22	8	7	21:02	16:03	3:40	1:18	4	1	1	1	1	10	4	2	2	0	14	5	3	3	1	22.7%	0.744	1.983	2.727	0.650	1.624	2.274	0.709	2.837	3.546	0.261	0.696	0.957	72	8.3%	5	10	162	174	48.21%
46	CA	Mitch Marner	VGK	28	F	23	8	13	21	8	4	19:57	14:47	3:39	1:30	7	1	0	2	0	7	5	1	4	1	14	6	1	6	1	28.6%	1.046	1.700	2.746	1.235	1.235	2.470	0.714	3.571	4.285	0.348	0.565	0.913	49	16.3%	4	10	56	73	43.41%
47	FI	Sebastian Aho	CAR	28	F	20	5	16	21	14	-1	19:15	14:46	2:49	1:40	3	1	1	0	0	7	7	2	3	3	10	8	3	3	3	38.1%	0.779	2.492	3.270	0.609	1.422	2.031	1.063	7.440	8.503	0.250	0.800	1.050	60	8.3%	12	5	142	143	49.82%
48	CA	Anthony Mantha	PIT	31	F	23	12	8	20	22	-4	15:53	12:49	3:03	0:01	10	2	0	2	0	7	1	0	1	0	17	3	0	3	0	15.0%	1.970	1.313	3.283	2.035	1.424	3.459	1.709	0.854	2.563	0.522	0.348	0.870	46	26.1%	21	11	8	11	42.11%
49	CA	Drake Batherson	OTT	27	F	23	12	8	20	10	-4	16:20	12:55	3:24	0:01	6	6	0	1	0	2	6	0	2	0	8	12	0	3	0	60.0%	1.915	1.277	3.192	1.211	0.404	1.615	4.601	4.601	9.201	0.522	0.348	0.870	47	25.5%	41	6	5	0	100.00%
50	CA	Adam Fantilli	CBJ	21	F	24	9	11	20	17	-3	19:19	16:07	3:10	0:01	8	1	0	1	0	7	4	0	5	1	15	5	0	6	1	25.0%	1.164	1.423	2.587	1.240	1.085	2.326	0.787	3.148	3.934	0.375	0.458	0.833	60	15.0%	42	13	168	184	47.73%
51	CA	Connor Brown	NJD	31	F	22	8	12	20	12	7	19:08	15:01	2:31	1:35	4	3	1	0	0	10	2	0	1	0	14	5	1	1	0	25.0%	1.140	1.710	2.850	0.726	1.816	2.543	3.242	2.162	5.404	0.364	0.545	0.909	43	18.6%	7	8	3	4	42.86%
52	US	Brady Tkachuk	OTT	26	F	21	7	13	20	25	6	16:53	13:32	3:18	0:02	6	1	0	1	0	7	6	0	3	0	13	7	0	4	0	35.0%	1.184	2.199	3.383	1.266	1.477	2.742	0.863	5.179	6.042	0.333	0.619	0.952	68	10.3%	54	8	73	57	56.15%
53	AT	Marco Rossi	VAN	24	F	22	7	13	20	6	-13	16:45	14:01	2:42	0:01	4	3	0	2	1	7	6	0	0	0	11	9	0	2	1	45.0%	1.139	2.115	3.253	0.778	1.361	2.139	3.020	6.040	9.060	0.318	0.591	0.909	26	26.9%	29	8	99	104	48.77%
54	RU	Kirill Marchenko	CBJ	25	F	24	7	13	20	10	2	19:20	15:52	3:27	0:00	4	3	0	3	1	9	4	0	2	0	13	7	0	5	1	35.0%	0.904	1.680	2.584	0.630	1.417	2.047	2.164	2.885	5.049	0.292	0.542	0.833	64	10.9%	20	9	1	0	100.00%
55	CA	Seth Jarvis	CAR	23	F	20	6	14	20	17	-4	18:37	14:27	2:44	1:25	4	1	1	1	0	5	7	2	3	2	9	8	3	4	2	40.0%	0.967	2.255	3.222	0.830	1.038	1.869	1.095	7.664	8.759	0.300	0.700	1.000	61	9.8%	10	5	5	9	35.71%
56	DE	Tim Stützle	OTT	23	F	21	6	14	20	8	1	19:45	14:24	3:43	1:37	3	2	1	0	0	8	6	0	1	0	11	8	1	1	0	40.0%	0.867	2.024	2.891	0.595	1.586	2.181	1.535	4.604	6.138	0.286	0.667	0.952	46	13.0%	32	5	68	63	51.91%
57	US	Charlie McAvoy	BOS	28	D	22	6	14	20	18	9	24:45	19:30	2:58	2:16	5	1	0	1	1	8	6	0	2	1	13	7	0	3	2	35.0%	0.661	1.542	2.203	0.699	1.118	1.817	0.917	5.505	6.422	0.273	0.636	0.909	42	14.3%	23	42	0	0	0.00%
58	RU	Matvei Michkov	PHI	21	F	23	5	15	20	20	8	15:22	12:53	2:29	0:00	4	1	0	2	0	12	3	0	3	1	16	4	0	5	1	20.0%	0.849	2.546	3.394	0.810	2.430	3.240	1.050	3.150	4.199	0.217	0.652	0.870	41	12.2%	11	2	0	2	0.00%
59	CA	Connor Bedard	CHI	20	F	23	5	15	20	16	-14	20:40	17:14	3:25	0:00	5	0	0	2	1	10	5	0	1	1	15	5	0	3	2	25.0%	0.631	1.893	2.524	0.756	1.513	2.269	0.000	3.808	3.808	0.217	0.652	0.870	75	6.7%	14	9	155	168	47.99%
60	DE	Moritz Seider	DET	24	D	22	3	17	20	14	1	25:41	20:46	3:25	1:29	1	2	0	1	0	10	7	0	0	0	11	9	0	1	0	45.0%	0.318	1.804	2.123	0.131	1.312	1.444	1.592	5.570	7.162	0.136	0.773	0.909	62	4.8%	31	44	0	0	0.00%
61	RU	Andrei Svechnikov	CAR	25	F	20	10	9	19	22	-5	16:56	14:15	2:40	0:00	5	5	0	0	0	5	4	0	2	1	10	9	0	2	1	47.4%	1.771	1.594	3.365	1.052	1.052	2.104	5.600	4.480	10.081	0.500	0.450	0.950	47	21.3%	43	3	1	3	25.00%
62	US	Nick Schmaltz	UTA	29	F	22	10	9	19	4	-2	19:47	15:07	3:01	1:38	3	6	1	4	1	7	2	0	0	0	10	8	1	4	1	42.1%	1.378	1.240	2.618	0.541	1.262	1.803	5.396	1.799	7.195	0.455	0.409	0.864	63	15.9%	7	14	141	167	45.78%
63	US	Gabriel Perreault	NYR	20	F	23	9	10	19	6	4	17:00	15:19	1:41	0:00	7	2	0	3	0	8	2	0	0	0	15	4	0	3	0	21.1%	1.380	1.534	2.914	1.191	1.362	2.553	3.098	3.098	6.196	0.391	0.435	0.826	41	22.0%	7	7	2	4	33.33%
64	CA	Brandon Hagel	TBL	27	F	18	8	11	19	21	6	19:42	15:46	2:16	1:39	6	2	0	0	0	10	1	0	3	0	16	3	0	3	0	15.8%	1.353	1.860	3.213	1.267	2.112	3.380	2.936	1.468	4.405	0.444	0.611	1.056	52	15.4%	2	7	4	4	50.00%
65	RU	Ivan Barbashev	VGK	30	F	23	6	13	19	4	9	16:23	15:07	1:15	0:00	5	1	0	1	0	10	3	0	1	0	15	4	0	2	0	21.1%	0.955	2.069	3.024	0.863	1.725	2.588	2.067	6.200	8.266	0.261	0.565	0.826	42	14.3%	44	5	4	11	26.67%
66	NO	Mats Zuccarello	MIN	38	F	19	5	14	19	12	-1	18:18	14:54	3:21	0:02	2	3	0	2	1	10	4	0	3	0	12	7	0	5	1	36.8%	0.862	2.415	3.277	0.423	2.117	2.541	2.826	3.769	6.595	0.263	0.737	1.000	44	11.4%	2	6	9	12	42.86%
67	US	Lane Hutson	MTL	21	D	23	2	17	19	10	13	24:04	19:32	3:45	0:46	1	1	0	0	0	14	3	0	5	1	15	4	0	5	1	21.1%	0.217	1.842	2.058	0.133	1.868	2.002	0.695	2.085	2.780	0.087	0.739	0.826	31	6.5%	8	44	0	0	0.00%
68	US	Cutter Gauthier	ANA	21	F	18	14	4	18	6	-5	16:46	13:02	3:36	0:07	9	5	0	2	0	2	2	0	1	1	11	7	0	3	1	38.9%	2.782	0.795	3.577	2.300	0.511	2.812	4.627	1.851	6.478	0.778	0.222	1.000	66	21.2%	16	4	58	53	52.25%
69	US	Logan Cooley	UTA	21	F	22	9	9	18	4	-4	16:54	14:10	2:20	0:23	6	3	0	2	1	6	3	0	2	0	12	6	0	4	1	33.3%	1.452	1.452	2.904	1.155	1.155	2.309	3.499	3.499	6.997	0.409	0.409	0.818	39	23.1%	19	11	118	137	46.27%
70	CA	Mavrik Bourque	DAL	23	F	23	9	9	18	18	7	17:48	16:22	1:24	0:02	9	0	0	1	0	8	1	0	1	0	17	1	0	2	0	5.6%	1.318	1.318	2.636	1.435	1.275	2.710	0.000	1.853	1.853	0.391	0.391	0.783	44	20.5%	31	4	22	22	50.00%
71	SE	Leo Carlsson	ANA	21	F	23	9	9	18	4	2	18:35	14:43	3:42	0:09	9	0	0	0	0	6	3	0	1	0	15	3	0	1	0	16.7%	1.263	1.263	2.526	1.594	1.063	2.657	0.000	2.115	2.115	0.391	0.391	0.783	72	12.5%	5	12	101	148	40.56%
72	US	Tage Thompson	BUF	28	F	21	8	10	18	8	0	19:36	15:59	3:34	0:02	7	1	0	2	0	3	6	1	0	0	10	7	1	2	0	38.9%	1.166	1.457	2.623	1.250	0.536	1.786	0.799	4.791	5.590	0.381	0.476	0.857	58	13.8%	30	12	83	102	44.86%
73	US	Matthew Knies	TOR	23	F	22	8	10	18	8	-14	18:46	14:03	2:49	1:53	5	2	1	0	0	4	6	0	0	0	9	8	1	0	0	44.4%	1.162	1.453	2.615	0.969	0.776	1.745	1.937	5.810	7.746	0.364	0.455	0.818	29	27.6%	38	7	1	2	33.33%
74	US	Noah Cates	PHI	26	F	23	7	11	18	11	10	15:56	12:21	2:00	1:34	5	1	1	1	1	10	1	0	2	0	15	2	1	3	1	11.1%	1.146	1.800	2.946	1.056	2.112	3.168	1.295	1.295	2.591	0.304	0.478	0.783	37	18.9%	35	12	137	151	47.57%
75	FI	Kaapo Kakko	SEA	24	F	22	6	12	18	4	6	14:18	12:51	1:26	0:00	5	1	0	0	0	11	1	0	0	0	16	2	0	0	0	11.1%	1.144	2.287	3.431	1.060	2.332	3.392	1.888	1.888	3.776	0.273	0.545	0.818	17	35.3%	6	5	4	6	40.00%
76	CA	Matthew Schaefer	NYI	18	D	22	5	13	18	10	3	26:10	21:48	3:34	0:47	4	1	0	0	0	11	2	0	4	1	15	3	0	4	1	16.7%	0.521	1.355	1.876	0.500	1.376	1.876	0.764	1.528	2.292	0.227	0.591	0.818	81	6.2%	13	31	0	0	0.00%
77	CA	Cale Makar	COL	27	D	16	3	15	18	2	2	24:20	18:31	3:52	1:56	1	2	0	0	0	8	7	0	5	0	9	9	0	5	0	50.0%	0.462	2.311	2.773	0.202	1.619	1.821	1.936	6.776	8.712	0.188	0.938	1.125	41	7.3%	6	23	0	0	0.00%
78	US	Jackson LaCombe	ANA	24	D	23	3	15	18	9	0	23:25	20:02	3:06	0:16	1	2	0	0	0	12	3	0	2	0	13	5	0	2	0	27.8%	0.334	1.671	2.005	0.130	1.563	1.693	1.677	2.515	4.192	0.130	0.652	0.783	35	8.6%	23	26	0	0	0.00%
79	US	Quinn Hughes	MIN	26	D	20	2	16	18	8	-3	27:37	23:55	3:32	0:09	2	0	0	0	0	8	8	0	3	1	10	8	0	3	1	44.4%	0.217	1.738	1.955	0.251	1.003	1.254	0.000	6.765	6.765	0.100	0.800	0.900	38	5.3%	2	26	0	0	0.00%
80	CA	Mathew Barzal	NYI	28	F	22	2	16	18	18	-3	20:26	16:56	3:30	0:00	2	0	0	1	1	11	5	0	3	1	13	5	0	4	2	27.8%	0.267	2.135	2.402	0.322	1.771	2.093	0.000	3.896	3.896	0.091	0.727	0.818	59	3.4%	8	14	8	13	38.10%
81	RU	Mikhail Sergachev	UTA	27	D	18	1	17	18	8	0	24:05	18:25	3:09	2:30	0	1	0	0	0	9	8	0	3	2	9	9	0	3	2	50.0%	0.138	2.353	2.491	0.000	1.628	1.628	1.054	8.433	9.488	0.056	0.944	1.000	36	2.8%	9	28	0	0	0.00%
82	CA	Steven Stamkos	NSH	35	F	22	10	7	17	26	-3	18:23	15:06	3:15	0:02	6	4	0	1	0	2	5	0	3	0	8	9	0	4	0	52.9%	1.483	1.038	2.521	1.084	0.361	1.445	3.352	4.190	7.542	0.455	0.318	0.773	55	18.2%	21	12	116	73	61.38%
83	CA	Logan Stankoven	CAR	22	F	22	10	7	17	2	5	16:02	14:32	1:28	0:01	6	4	0	2	0	6	1	0	0	0	12	5	0	2	0	29.4%	1.701	1.190	2.891	1.125	1.125	2.251	7.388	1.847	9.236	0.455	0.318	0.773	51	19.6%	18	6	105	131	44.49%
84	RU	Pavel Dorofeyev	VGK	25	F	23	9	8	17	6	1	17:49	14:19	3:29	0:00	4	5	0	1	0	7	1	0	2	0	11	6	0	3	0	35.3%	1.318	1.171	2.489	0.729	1.275	2.004	3.729	0.746	4.475	0.391	0.348	0.739	69	13.0%	5	4	0	0	0.00%
85	CA	Anthony Cirelli	TBL	28	F	21	8	9	17	17	10	17:08	13:53	0:49	2:25	6	0	2	0	0	9	0	0	2	0	15	0	2	2	0	0.0%	1.334	1.500	2.834	1.234	1.851	3.085	0.000	0.000	0.000	0.381	0.429	0.810	34	23.5%	16	17	161	178	47.49%
86	US	Shane Pinto	OTT	25	F	23	8	9	17	12	5	18:31	14:33	1:48	2:10	3	3	2	1	0	8	0	1	2	0	11	3	3	3	0	17.6%	1.126	1.267	2.393	0.538	1.434	1.972	4.327	0.000	4.327	0.348	0.391	0.739	48	16.7%	28	18	121	103	54.02%
87	US	Frank Nazar	CHI	21	F	23	8	9	17	2	-9	18:04	13:59	3:18	0:46	5	3	0	2	1	6	3	0	0	0	11	6	0	2	1	35.3%	1.155	1.299	2.454	0.933	1.119	2.052	2.364	2.364	4.728	0.348	0.391	0.739	45	17.8%	15	14	151	145	51.01%
88	US	Matthew Boldy	MIN	24	F	20	7	10	17	4	1	19:52	14:54	3:24	1:32	5	2	0	0	0	4	6	0	2	0	9	8	0	2	0	47.1%	1.057	1.510	2.567	1.006	0.805	1.811	1.757	5.272	7.030	0.350	0.500	0.850	64	10.9%	19	21	10	18	35.71%
89	SE	Alexander Wennberg	SJS	31	F	23	7	10	17	4	-8	19:38	14:54	2:43	2:00	4	3	0	1	0	7	2	1	2	0	11	5	1	3	0	29.4%	0.930	1.328	2.258	0.700	1.225	1.925	2.869	1.912	4.781	0.304	0.435	0.739	25	28.0%	8	20	202	196	50.75%
90	CA	Gabriel Vilardi	WPG	26	F	23	7	10	17	10	-9	18:39	15:48	2:50	0:00	2	5	0	0	0	8	2	0	2	0	10	7	0	2	0	41.2%	0.979	1.398	2.377	0.330	1.320	1.651	4.586	1.834	6.420	0.304	0.435	0.739	35	20.0%	5	11	7	16	30.43%
91	US	William Smith	SJS	20	F	24	6	11	17	2	-1	18:29	15:36	2:51	0:00	3	3	0	1	0	9	2	0	1	0	12	5	0	2	0	29.4%	0.811	1.487	2.298	0.480	1.441	1.921	2.621	1.747	4.368	0.250	0.458	0.708	53	11.3%	6	3	5	6	45.45%
92	US	Trevor Zegras	PHI	24	F	22	5	12	17	26	5	18:40	15:32	3:06	0:02	3	2	0	3	1	9	3	0	1	1	12	5	0	4	2	29.4%	0.730	1.752	2.482	0.527	1.580	2.106	1.758	2.637	4.395	0.227	0.545	0.773	41	12.2%	17	13	62	117	34.64%
93	US	Jackson Blake	CAR	22	F	22	5	12	17	8	1	16:29	14:54	1:33	0:01	5	0	0	1	0	8	4	0	2	0	13	4	0	3	0	23.5%	0.827	1.984	2.810	0.914	1.463	2.377	0.000	6.994	6.994	0.227	0.545	0.773	52	9.6%	1	14	0	1	0.00%
94	CZ	Filip Hronek	VAN	28	D	22	3	14	17	17	-22	26:13	21:20	2:33	2:19	2	1	0	0	0	4	10	0	0	0	6	11	0	0	0	64.7%	0.312	1.456	1.768	0.256	0.511	0.767	1.068	10.679	11.747	0.136	0.636	0.773	51	5.9%	37	20	0	0	0.00%
95	US	Chris Kreider	ANA	34	F	22	2	15	17	14	-2	17:14	13:09	3:44	0:20	1	1	0	0	0	10	5	0	1	0	11	6	0	1	0	35.3%	0.316	2.372	2.688	0.207	2.071	2.279	0.728	3.640	4.368	0.091	0.682	0.773	38	5.3%	22	3	2	5	28.57%
96	RU	Kirill Kaprizov	MIN	28	F	18	12	4	16	8	1	21:32	18:01	3:24	0:07	7	5	0	3	0	4	0	0	0	0	11	5	0	3	0	31.3%	1.856	0.619	2.475	1.294	0.740	2.034	4.902	0.000	4.902	0.667	0.222	0.889	58	20.7%	15	7	0	0	0.00%
97	US	Ryan Hartman	MIN	31	F	20	9	7	16	19	-1	16:56	15:46	1:03	0:06	8	1	0	1	0	7	0	0	1	0	15	1	0	2	0	6.3%	1.594	1.240	2.834	1.521	1.331	2.852	2.846	0.000	2.846	0.450	0.350	0.800	52	17.3%	18	15	164	165	49.85%
98	US	Jason Zucker	BUF	33	F	21	9	7	16	6	2	15:13	11:44	3:28	0:00	6	3	0	3	0	6	1	0	1	0	12	4	0	4	0	25.0%	1.689	1.314	3.003	1.459	1.459	2.918	2.469	0.823	3.292	0.429	0.333	0.762	44	20.5%	17	10	9	12	42.86%
99	CA	Bo Horvat	NYI	30	F	22	7	9	16	4	-1	21:11	16:06	3:21	1:42	6	1	0	2	1	7	2	0	0	0	13	3	0	2	1	18.8%	0.901	1.158	2.059	1.016	1.185	2.201	0.810	1.621	2.431	0.318	0.409	0.727	77	9.1%	12	11	223	176	55.89%
100	US	Alex Laferriere	LAK	24	F	22	7	9	16	2	-2	20:38	16:52	2:19	1:26	4	3	0	1	0	8	1	0	1	0	12	4	0	2	0	25.0%	0.925	1.189	2.114	0.646	1.293	1.939	3.520	1.173	4.694	0.318	0.409	0.727	64	10.9%	83	12	48	55	46.60%
101	CA	Zachary Benson	BUF	20	F	22	6	10	16	20	10	14:49	12:29	0:53	1:26	5	0	1	0	0	10	0	0	1	0	15	0	1	1	0	0.0%	1.104	1.840	2.943	1.092	2.184	3.276	0.000	0.000	0.000	0.273	0.455	0.727	41	14.6%	17	7	2	3	40.00%
102	CA	Darren Raddysh	TBL	29	D	21	5	11	16	37	3	22:52	18:53	3:44	0:15	4	1	0	1	0	7	4	0	1	0	11	5	0	2	0	31.3%	0.624	1.374	1.998	0.605	1.059	1.664	0.764	3.054	3.818	0.238	0.524	0.762	73	6.9%	15	15	0	0	0.00%
103	CA	Sean Walker	CAR	31	D	22	5	11	16	10	10	21:03	18:57	0:12	1:52	5	0	0	1	1	10	0	1	1	0	15	0	1	2	1	0.0%	0.648	1.425	2.072	0.719	1.438	2.157	0.000	0.000	0.000	0.227	0.500	0.727	54	9.3%	44	36	0	0	0.00%
104	CA	Mason Marchment	CBJ	30	F	23	5	11	16	8	11	17:24	14:11	3:12	0:00	4	1	0	1	0	10	1	0	0	0	14	2	0	1	0	12.5%	0.750	1.649	2.398	0.735	1.838	2.573	0.813	0.813	1.625	0.217	0.478	0.696	44	11.4%	29	12	1	2	33.33%
105	CA	Ryan O'Reilly	NSH	34	F	21	4	12	16	8	-2	20:57	15:51	2:57	2:08	2	2	0	2	0	9	2	1	2	0	11	4	1	4	0	25.0%	0.545	1.636	2.181	0.360	1.621	1.982	1.930	1.930	3.861	0.190	0.571	0.762	45	8.9%	6	19	175	146	54.52%
106	CA	Taylor Hall	CAR	34	F	21	4	12	16	6	1	15:34	13:57	1:36	0:00	4	0	0	0	0	10	2	0	3	0	14	2	0	3	0	12.5%	0.734	2.202	2.936	0.818	2.046	2.864	0.000	3.561	3.561	0.190	0.571	0.762	38	10.5%	15	6	3	5	37.50%
107	CA	Dougie Hamilton	NJD	32	D	22	4	12	16	10	4	21:16	17:41	1:54	1:41	4	0	0	1	0	9	3	0	3	2	13	3	0	4	2	18.8%	0.513	1.538	2.051	0.617	1.388	2.005	0.000	4.303	4.303	0.182	0.545	0.727	47	8.5%	29	22	0	0	0.00%
108	US	J.T. Miller	NYR	32	F	18	3	13	16	17	-6	18:40	13:22	3:16	2:01	1	2	0	2	0	6	6	1	2	0	7	8	1	4	0	50.0%	0.535	2.320	2.855	0.249	1.495	1.744	2.040	6.119	8.159	0.167	0.722	0.889	36	8.3%	19	15	152	93	62.04%
109	US	Zachary Werenski	CBJ	28	D	21	2	14	16	6	-1	27:04	22:59	3:34	0:30	1	1	0	0	0	9	5	0	4	0	10	6	0	4	0	37.5%	0.211	1.478	1.689	0.124	1.119	1.243	0.798	3.991	4.789	0.095	0.667	0.762	65	3.1%	6	26	0	0	0.00%
110	SE	Elias Pettersson	VAN	27	F	22	2	14	16	6	-11	18:12	14:56	2:40	0:34	0	2	0	0	0	5	9	0	1	1	5	11	0	1	1	68.8%	0.300	2.098	2.397	0.000	0.912	0.912	2.038	9.171	11.209	0.091	0.636	0.727	41	4.9%	20	20	178	157	53.13%
