Rk		Name	Team	Age	Pos	GP	G	A	P	PIM	+/-	TOI	ES	PP	SH	ESG	PPG	SHG	GWG	OTG	ESA	PPA	SHA	GWA	OTA	ESP	PPP	SHP	GWP	OTP	PPP%	G/60	A/60	P/60	ESG/60	ESA/60	ESP/60	PPG/60	PPA/60	PPP/60	G/GP	A/GP	P/GP	SHOTS	SH%	HITS	BS	FOW	FOL	FO%
111	CA	Quinton Byfield	LAK	23	F	20	10	5	15	16	3	20:02	17:12	1:31	1:18	10	0	0	1	1	3	2	0	2	0	13	2	0	3	1	13.3%	1.497	0.748	2.245	1.743	0.523	2.266	0.000	3.932	3.932	0.500	0.250	0.750	55	18.2%	21	10	143	127	52.96%
112	US	Ryan Leonard	WSH	20	F	20	10	5	15	13	0	14:06	12:04	2:02	0:00	7	3	0	1	0	3	2	0	0	0	10	5	0	1	0	33.3%	2.127	1.063	3.190	1.740	0.746	2.486	4.417	2.945	7.362	0.500	0.250	0.750	45	22.2%	48	6	0	0	0.00%
113	US	Alex Tuch	BUF	29	F	20	9	6	15	10	9	19:32	15:04	1:39	2:48	6	1	2	0	0	6	0	0	2	0	12	1	2	2	0	6.7%	1.382	0.921	2.303	1.194	1.194	2.388	1.814	0.000	1.814	0.450	0.300	0.750	49	18.4%	20	23	18	16	52.94%
114	CA	Owen Tippett	PHI	26	F	22	9	6	15	6	4	17:58	15:20	2:14	0:22	7	1	1	1	0	6	0	0	1	0	13	1	1	2	0	6.7%	1.365	0.910	2.275	1.244	1.066	2.310	1.213	0.000	1.213	0.409	0.273	0.682	68	13.2%	54	16	4	7	36.36%
115	CA	Morgan Frost	CGY	26	F	23	9	6	15	6	-1	15:52	13:40	2:08	0:03	7	2	0	1	0	4	2	0	1	0	11	4	0	2	0	26.7%	1.479	0.986	2.464	1.335	0.763	2.098	2.428	2.428	4.855	0.391	0.261	0.652	42	21.4%	21	14	202	136	59.76%
116	RU	Vladimir Tarasenko	MIN	34	F	22	8	7	15	2	-4	14:56	13:30	1:25	0:00	7	1	0	2	1	5	2	0	1	0	12	3	0	3	1	20.0%	1.460	1.278	2.738	1.413	1.009	2.422	1.909	3.818	5.726	0.364	0.318	0.682	43	18.6%	22	9	1	3	25.00%
117	RU	Ivan Demidov	MTL	20	F	23	7	8	15	10	-4	15:47	12:09	3:38	0:00	3	4	0	2	0	5	3	0	0	0	8	7	0	2	0	46.7%	1.157	1.322	2.478	0.644	1.073	1.718	2.869	2.151	5.020	0.304	0.348	0.652	43	16.3%	5	5	0	0	0.00%
118	RU	Evgeni Malkin	PIT	39	F	13	6	9	15	27	-1	17:26	13:46	3:39	0:00	5	1	0	2	0	4	5	0	2	0	9	6	0	4	0	40.0%	1.588	2.381	3.969	1.676	1.341	3.016	1.259	6.296	7.555	0.462	0.692	1.154	29	20.7%	6	3	8	15	34.78%
119	CA	Connor McMichael	WSH	24	F	20	6	9	15	12	3	16:45	12:59	1:35	2:10	5	1	0	2	0	6	2	1	2	0	11	3	1	4	0	20.0%	1.075	1.612	2.686	1.155	1.385	2.540	1.884	3.768	5.651	0.300	0.450	0.750	32	18.8%	13	14	52	72	41.94%
120	CA	Brayden Schenn	TOT	34	F	21	6	9	15	19	-2	16:55	13:57	2:54	0:03	5	1	0	0	0	7	2	0	3	1	12	3	0	3	1	20.0%	1.013	1.519	2.532	1.023	1.433	2.456	0.981	1.962	2.944	0.286	0.429	0.714	35	17.1%	46	16	105	91	53.57%
121	US	Trevor Moore	LAK	30	F	21	6	9	15	2	3	18:30	15:53	1:09	1:26	6	0	0	1	1	8	1	0	2	0	14	1	0	3	1	6.7%	0.926	1.390	2.316	1.079	1.438	2.517	0.000	2.459	2.459	0.286	0.429	0.714	65	9.2%	23	11	1	2	33.33%
122	SI	Anze Kopitar	LAK	38	F	22	6	9	15	2	8	20:30	17:15	2:41	0:33	4	2	0	0	0	6	3	0	2	1	10	5	0	2	1	33.3%	0.798	1.197	1.995	0.632	0.948	1.580	2.027	3.041	5.068	0.273	0.409	0.682	45	13.3%	9	20	254	186	57.73%
123	US	Christian Dvorak	PHI	29	F	22	6	9	15	11	9	19:22	15:13	2:19	1:49	4	2	0	1	0	7	1	1	1	1	11	3	1	2	1	20.0%	0.845	1.267	2.112	0.717	1.254	1.971	2.345	1.173	3.518	0.273	0.409	0.682	40	15.0%	12	19	212	163	56.53%
124	US	Charlie Coyle	CBJ	33	F	24	5	10	15	6	-1	19:00	13:39	3:11	2:09	2	3	0	2	0	7	3	0	0	0	9	6	0	2	0	40.0%	0.658	1.315	1.973	0.366	1.281	1.647	2.346	2.346	4.693	0.208	0.417	0.625	44	11.4%	32	16	193	181	51.60%
125	US	Vincent Trocheck	NYR	32	F	22	4	11	15	20	0	19:53	14:30	3:34	1:48	2	1	1	0	0	7	4	0	1	0	9	5	1	1	0	33.3%	0.549	1.508	2.057	0.376	1.316	1.693	0.763	3.053	3.817	0.182	0.500	0.682	34	11.8%	56	15	196	155	55.84%
126	CA	Brayden Point	TBL	29	F	23	4	11	15	4	4	18:17	14:57	3:18	0:01	2	2	0	0	0	10	1	0	3	1	12	3	0	3	1	20.0%	0.570	1.569	2.139	0.349	1.745	2.094	1.578	0.789	2.367	0.174	0.478	0.652	40	10.0%	3	9	91	120	43.13%
127	US	Brock Nelson	COL	34	F	22	3	12	15	14	5	20:22	15:02	3:29	1:49	1	2	0	2	1	6	5	1	2	0	7	7	1	4	1	46.7%	0.402	1.607	2.008	0.181	1.088	1.269	1.559	3.898	5.457	0.136	0.545	0.682	50	6.0%	8	21	204	196	51.00%
128	CA	Sidney Crosby	PIT	38	F	12	2	13	15	6	-1	17:34	14:29	3:04	0:00	2	0	0	0	0	10	3	0	2	0	12	3	0	2	0	20.0%	0.569	3.700	4.269	0.690	3.452	4.142	0.000	4.891	4.891	0.167	1.083	1.250	28	7.1%	10	7	124	106	53.91%
129	FI	Miro Heiskanen	DAL	26	D	20	2	13	15	12	1	24:04	17:32	3:40	2:51	1	1	0	1	1	5	8	0	2	1	6	9	0	3	2	60.0%	0.249	1.620	1.869	0.171	0.855	1.026	0.816	6.529	7.345	0.100	0.650	0.750	33	6.1%	4	24	0	0	0.00%
130	CH	Roman Josi	NSH	35	D	21	2	13	15	6	-8	25:45	20:55	3:17	1:33	2	0	0	0	0	5	8	0	0	0	7	8	0	0	0	53.3%	0.222	1.442	1.663	0.273	0.683	0.956	0.000	6.957	6.957	0.095	0.619	0.714	51	3.9%	8	29	0	0	0.00%
131	CA	Bobby McMann	TOT	29	F	18	10	4	14	2	-1	18:01	16:28	1:30	0:02	8	2	0	0	0	4	0	0	0	0	12	2	0	0	0	14.3%	1.849	0.740	2.589	1.619	0.809	2.428	4.409	0.000	4.409	0.556	0.222	0.778	57	17.5%	32	4	1	4	20.00%
132	CA	Jake DeBrusk	VAN	29	F	22	10	4	14	4	-14	16:06	13:11	2:28	0:25	2	8	0	1	1	2	2	0	1	0	4	10	0	2	1	71.4%	1.694	0.678	2.372	0.413	0.413	0.827	8.813	2.203	11.016	0.455	0.182	0.636	58	17.2%	15	10	2	2	50.00%
133	RU	Alexander Ovechkin	WSH	40	F	20	8	6	14	4	-4	16:30	12:08	4:21	0:00	7	1	0	1	0	3	3	0	1	0	10	4	0	2	0	28.6%	1.453	1.090	2.543	1.729	0.741	2.469	0.688	2.065	2.753	0.400	0.300	0.700	68	11.8%	31	4	0	1	0.00%
134	CH	Timo Meier	NJD	29	F	22	8	6	14	6	3	18:11	16:46	1:19	0:05	8	0	0	3	0	6	0	0	0	0	14	0	0	3	0	0.0%	1.200	0.900	2.100	1.301	0.976	2.277	0.000	0.000	0.000	0.364	0.273	0.636	75	10.7%	31	17	8	6	57.14%
135	US	Blake Coleman	CGY	34	F	22	7	7	14	16	1	18:09	13:53	1:44	2:31	6	0	1	0	0	6	1	0	1	0	12	1	1	1	0	7.1%	1.052	1.052	2.104	1.178	1.178	2.357	0.000	1.573	1.573	0.318	0.318	0.636	67	10.5%	38	18	1	7	12.50%
136	SE	Lucas Raymond	DET	23	F	22	6	8	14	10	-10	19:21	16:02	3:06	0:13	4	2	0	0	0	6	2	0	0	0	10	4	0	0	0	28.6%	0.845	1.127	1.972	0.680	1.021	1.701	1.756	1.756	3.511	0.273	0.364	0.636	47	12.8%	13	5	0	0	0.00%
137	CA	Calum Ritchie	NYI	20	F	22	6	8	14	6	-9	15:32	12:30	3:01	0:00	2	4	0	2	0	6	2	0	0	0	8	6	0	2	0	42.9%	1.053	1.404	2.457	0.436	1.308	1.744	3.603	1.801	5.404	0.273	0.364	0.636	28	21.4%	5	9	12	19	38.71%
138	CA	Tyler Bertuzzi	CHI	30	F	23	6	8	14	8	5	18:29	15:15	3:13	0:00	5	1	0	0	0	7	1	0	1	0	12	2	0	1	0	14.3%	0.847	1.129	1.976	0.855	1.197	2.053	0.807	0.807	1.614	0.261	0.348	0.609	41	14.6%	14	6	7	15	31.82%
139	US	Joshua Norris	BUF	26	F	22	5	9	14	22	9	15:45	12:26	3:17	0:01	4	1	0	1	0	7	2	0	2	0	11	3	0	3	0	21.4%	0.866	1.558	2.424	0.876	1.534	2.410	0.829	1.658	2.487	0.227	0.409	0.636	36	13.9%	18	16	151	149	50.33%
140	CA	Tye Kartye	NYR	24	F	23	5	9	14	17	1	14:07	12:24	0:03	1:39	5	0	0	0	0	9	0	0	1	0	14	0	0	1	0	0.0%	0.923	1.662	2.585	1.052	1.893	2.945	0.000	0.000	0.000	0.217	0.391	0.609	25	20.0%	69	17	0	0	0.00%
141	US	Collin Graf	SJS	23	F	24	5	9	14	8	3	16:13	14:12	0:01	1:59	4	0	1	3	0	9	0	0	2	0	13	0	1	5	0	0.0%	0.770	1.387	2.157	0.704	1.584	2.288	0.000	0.000	0.000	0.208	0.375	0.583	45	11.1%	29	10	3	5	37.50%
142	CA	Jordan Eberle	SEA	35	F	22	4	10	14	10	-5	18:08	15:49	2:13	0:05	4	0	0	0	0	9	1	0	0	0	13	1	0	0	0	7.1%	0.601	1.504	2.105	0.689	1.551	2.240	0.000	1.230	1.230	0.182	0.455	0.636	43	9.3%	13	13	3	5	37.50%
143	FI	Matias Maccelli	TOR	25	F	22	4	10	14	6	-9	14:15	12:31	1:43	0:00	4	0	0	0	0	8	2	0	0	0	12	2	0	0	0	14.3%	0.765	1.913	2.679	0.871	1.742	2.613	0.000	3.152	3.152	0.182	0.455	0.636	24	16.7%	12	3	0	0	0.00%
144	US	Matt Coronato	CGY	23	F	22	4	10	14	14	-7	16:32	14:18	2:13	0:01	3	1	0	0	0	7	3	0	0	0	10	4	0	0	0	28.6%	0.659	1.649	2.308	0.572	1.335	1.906	1.229	3.686	4.915	0.182	0.455	0.636	52	7.7%	10	5	17	27	38.64%
145	SE	Philip Broberg	STL	24	D	22	3	11	14	4	11	24:22	19:31	2:21	2:30	1	2	0	0	0	8	3	0	5	2	9	5	0	5	2	35.7%	0.336	1.230	1.566	0.140	1.117	1.257	2.319	3.478	5.797	0.136	0.500	0.636	21	14.3%	10	15	0	0	0.00%
146	SE	William Eklund	SJS	23	F	24	3	11	14	6	-6	16:58	14:45	1:38	0:35	3	0	0	0	0	8	3	0	2	1	11	3	0	2	1	21.4%	0.442	1.620	2.061	0.508	1.356	1.864	0.000	4.582	4.582	0.125	0.458	0.583	41	7.3%	25	14	9	8	52.94%
147	CA	Pierre-Luc Dubois	WSH	27	F	19	2	12	14	17	-5	16:57	14:32	2:18	0:05	0	2	0	0	0	9	3	0	4	0	9	5	0	4	0	35.7%	0.373	2.235	2.608	0.000	1.954	1.954	2.735	4.102	6.836	0.105	0.632	0.737	21	9.5%	13	7	114	129	46.91%
148	CA	Jonathan Marchessault	NSH	35	F	22	2	12	14	8	-1	17:15	14:14	3:00	0:00	2	0	0	0	0	9	3	0	2	0	11	3	0	2	0	21.4%	0.316	1.897	2.213	0.383	1.724	2.107	0.000	2.717	2.717	0.091	0.545	0.636	39	5.1%	23	3	8	9	47.06%
149	FI	Olli Määttä	TOT	31	D	22	2	12	14	2	-2	21:45	19:20	0:03	2:21	2	0	0	1	0	12	0	0	2	0	14	0	0	3	0	0.0%	0.251	1.504	1.754	0.282	1.692	1.974	0.000	0.000	0.000	0.091	0.545	0.636	23	8.7%	2	42	0	0	0.00%
150	RU	Dmitry Orlov	SJS	34	D	24	2	12	14	16	-16	20:52	18:16	2:26	0:09	1	1	0	0	0	6	6	0	0	0	7	7	0	0	0	50.0%	0.240	1.438	1.677	0.137	0.821	0.958	1.027	6.161	7.188	0.083	0.500	0.583	34	5.9%	38	20	0	0	0.00%
151	CA	Jack Quinn	BUF	24	F	22	8	5	13	6	0	15:31	12:54	2:36	0:00	6	2	0	0	0	2	3	0	1	0	8	5	0	1	0	38.5%	1.406	0.879	2.285	1.267	0.422	1.690	2.098	3.147	5.245	0.364	0.227	0.591	66	12.1%	23	5	0	0	0.00%
152	CA	Dylan Cozens	OTT	24	F	23	8	5	13	10	5	16:44	13:17	3:23	0:04	6	2	0	1	0	3	2	0	0	0	9	4	0	1	0	30.8%	1.246	0.779	2.025	1.177	0.589	1.766	1.542	1.542	3.084	0.348	0.217	0.565	66	12.1%	54	6	92	85	51.98%
153	CA	Mark Stone	VGK	33	F	18	7	6	13	0	9	18:23	13:58	3:38	0:45	4	2	1	0	0	3	3	0	1	0	7	5	1	1	0	38.5%	1.269	1.088	2.357	0.954	0.716	1.670	1.827	2.740	4.567	0.389	0.333	0.722	37	18.9%	14	12	1	2	33.33%
154	CA	Tom Wilson	WSH	31	F	20	7	6	13	39	-5	19:33	15:13	2:19	2:01	6	0	1	1	0	5	1	0	2	0	11	1	1	3	0	7.7%	1.073	0.920	1.994	1.183	0.986	2.169	0.000	1.294	1.294	0.350	0.300	0.650	43	16.3%	44	18	3	6	33.33%
155	CA	Mike Amadio	OTT	29	F	22	7	6	13	4	9	16:52	14:57	0:03	1:51	7	0	0	1	0	5	0	1	1	0	12	0	1	2	0	0.0%	1.132	0.970	2.102	1.277	0.912	2.189	0.000	0.000	0.000	0.318	0.273	0.591	25	28.0%	23	19	0	4	0.00%
156	RU	Ilya Mikheyev	CHI	31	F	23	7	6	13	4	3	17:00	14:46	0:01	2:12	7	0	0	0	0	5	0	1	0	0	12	0	1	0	0	0.0%	1.073	0.920	1.994	1.236	0.883	2.119	0.000	0.000	0.000	0.304	0.261	0.565	38	18.4%	6	6	0	0	0.00%
157	US	Joel Farabee	CGY	25	F	23	7	6	13	6	0	16:47	13:50	0:40	2:17	7	0	0	1	0	5	0	1	1	0	12	0	1	2	0	0.0%	1.087	0.932	2.019	1.320	0.943	2.262	0.000	0.000	0.000	0.304	0.261	0.565	35	20.0%	10	12	5	6	45.45%
158	US	Dylan Larkin	DET	29	F	14	6	7	13	10	-6	19:44	15:22	2:49	1:32	1	4	1	1	0	4	3	0	0	0	5	7	1	1	0	53.8%	1.302	1.519	2.822	0.279	1.115	1.394	6.066	4.549	10.615	0.429	0.500	0.929	52	11.5%	12	3	143	115	55.43%
159	CA	Sam Bennett	FLA	29	F	17	6	7	13	10	0	18:20	14:49	2:58	0:33	3	3	0	1	0	6	1	0	1	0	9	4	0	2	0	30.8%	1.155	1.347	2.502	0.715	1.429	2.144	3.563	1.188	4.751	0.353	0.412	0.765	49	12.2%	10	8	105	124	45.85%
160	CA	Jamie Benn	DAL	36	F	23	6	7	13	30	-2	14:15	11:48	2:27	0:00	4	2	0	2	0	6	1	0	0	0	10	3	0	2	0	23.1%	1.097	1.280	2.378	0.884	1.326	2.210	2.128	1.064	3.192	0.261	0.304	0.565	24	25.0%	28	12	15	16	48.39%
161	SE	Rasmus Andersson	VGK	29	D	23	6	7	13	14	0	21:34	18:48	1:07	1:38	3	2	1	0	0	6	1	0	1	1	9	3	1	1	1	23.1%	0.725	0.846	1.572	0.416	0.832	1.248	4.639	2.320	6.959	0.261	0.304	0.565	42	14.3%	7	37	0	0	0.00%
162	CA	Morgan Geekie	BOS	27	F	23	6	7	13	6	-2	17:04	14:12	2:51	0:00	5	1	0	1	0	5	2	0	2	0	10	3	0	3	0	23.1%	0.916	1.069	1.985	0.918	0.918	1.835	0.911	1.822	2.733	0.261	0.304	0.565	46	13.0%	18	13	7	9	43.75%
163	RU	Vladislav Gavrikov	NYR	30	D	23	5	8	13	18	7	22:53	19:17	1:02	2:33	4	1	0	0	0	7	1	0	0	0	11	2	0	0	0	15.4%	0.570	0.911	1.481	0.541	0.946	1.487	2.502	2.502	5.003	0.217	0.348	0.565	31	16.1%	12	19	0	0	0.00%
164	US	Sam Malinski	COL	27	D	23	5	8	13	2	12	19:25	18:02	0:23	0:59	5	0	0	0	0	8	0	0	0	0	13	0	0	0	0	0.0%	0.672	1.075	1.746	0.723	1.157	1.880	0.000	0.000	0.000	0.217	0.348	0.565	46	10.9%	19	29	0	0	0.00%
165	CA	Josh Morrissey	WPG	30	D	20	4	9	13	4	-3	25:09	21:37	2:54	0:37	4	0	0	1	1	5	4	0	2	1	9	4	0	3	2	30.8%	0.477	1.073	1.550	0.555	0.694	1.249	0.000	4.123	4.123	0.200	0.450	0.650	41	9.8%	11	23	0	0	0.00%
166	CA	Gage Goncalves	TBL	24	F	20	4	9	13	6	5	15:31	13:57	0:57	0:36	4	0	0	1	0	8	1	0	1	0	12	1	0	2	0	7.7%	0.773	1.740	2.513	0.860	1.720	2.580	0.000	3.133	3.133	0.200	0.450	0.650	27	14.8%	27	10	1	2	33.33%
167	US	K'Andre Miller	CAR	25	D	21	4	9	13	16	6	22:17	19:37	0:46	1:53	3	0	1	0	0	9	0	0	2	0	12	0	1	2	0	0.0%	0.513	1.154	1.667	0.437	1.311	1.747	0.000	0.000	0.000	0.190	0.429	0.619	36	11.1%	34	24	0	0	0.00%
168	RU	Matvei Gridin	CGY	19	F	21	3	10	13	2	-3	15:38	13:35	2:01	0:02	3	0	0	0	0	7	3	0	1	1	10	3	0	1	1	23.1%	0.548	1.826	2.374	0.631	1.472	2.103	0.000	4.247	4.247	0.143	0.476	0.619	40	7.5%	4	12	1	4	20.00%
169	US	Casey Mittelstadt	BOS	27	F	22	3	10	13	8	10	15:21	13:28	1:52	0:00	3	0	0	1	0	9	1	0	1	0	12	1	0	2	0	7.7%	0.533	1.776	2.308	0.607	1.822	2.429	0.000	1.452	1.452	0.136	0.455	0.591	23	13.0%	9	6	8	19	29.63%
170	US	Brock Faber	MIN	23	D	20	2	11	13	25	-3	23:49	21:06	0:33	2:09	1	1	0	0	0	9	1	1	3	1	10	2	1	3	1	15.4%	0.252	1.386	1.638	0.142	1.280	1.422	5.389	5.389	10.778	0.100	0.550	0.650	44	4.6%	14	27	0	0	0.00%
171	CA	Carter Verhaeghe	FLA	30	F	19	8	4	12	2	-5	17:47	15:19	2:20	0:08	6	2	0	1	0	4	0	0	0	0	10	2	0	1	0	16.7%	1.419	0.710	2.129	1.237	0.825	2.062	2.695	0.000	2.695	0.421	0.211	0.632	49	16.3%	15	4	14	35	28.57%
172	CA	Lawson Crouse	UTA	28	F	22	7	5	12	30	1	16:42	13:21	1:07	2:14	6	1	0	1	0	5	0	0	0	0	11	1	0	1	0	8.3%	1.142	0.816	1.958	1.226	1.021	2.247	2.418	0.000	2.418	0.318	0.227	0.545	40	17.5%	57	13	4	13	23.53%
173	CA	Dawson Mercer	NJD	24	F	22	7	5	12	2	-1	18:15	15:10	1:04	2:00	5	1	1	0	0	5	0	0	1	0	10	1	1	1	0	8.3%	1.045	0.747	1.792	0.898	0.898	1.797	2.542	0.000	2.542	0.318	0.227	0.545	48	14.6%	8	10	5	10	33.33%
174	US	Josh Doan	BUF	23	F	22	7	5	12	2	2	15:13	12:55	2:17	0:00	5	2	0	3	0	4	1	0	2	0	9	3	0	5	0	25.0%	1.254	0.896	2.149	1.055	0.844	1.900	2.381	1.190	3.571	0.318	0.227	0.545	42	16.7%	20	6	0	3	0.00%
175	CA	Alexander Kerfoot	UTA	31	F	22	6	6	12	13	3	13:42	11:29	0:33	1:40	6	0	0	0	0	5	0	1	1	0	11	0	1	1	0	0.0%	1.193	1.193	2.386	1.425	1.187	2.612	0.000	0.000	0.000	0.273	0.273	0.545	16	37.5%	24	15	82	80	50.62%
176	CA	Alex Killorn	ANA	36	F	23	6	6	12	6	1	17:46	13:16	1:53	2:36	6	0	0	1	0	4	1	1	2	0	10	1	1	3	0	8.3%	0.880	0.880	1.761	1.179	0.786	1.964	0.000	1.375	1.375	0.261	0.261	0.522	39	15.4%	21	5	6	18	25.00%
177	US	Kiefer Sherwood	SJS	30	F	24	6	6	12	22	-10	16:43	15:03	1:01	0:39	5	1	0	1	0	5	1	0	0	0	10	2	0	1	0	16.7%	0.897	0.897	1.793	0.830	0.830	1.660	2.452	2.452	4.905	0.250	0.250	0.500	48	12.5%	114	7	3	6	33.33%
178	CA	Ryan Strome	TOT	32	F	19	5	7	12	8	-1	15:21	13:53	1:19	0:09	5	0	0	1	1	6	1	0	1	0	11	1	0	2	1	8.3%	1.028	1.439	2.467	1.137	1.364	2.502	0.000	2.383	2.383	0.263	0.368	0.632	22	22.7%	6	8	90	114	44.12%
179	RU	Valeri Nichushkin	COL	30	F	22	5	7	12	6	2	17:06	14:26	0:52	1:47	4	0	1	0	0	7	0	0	0	0	11	0	1	0	0	0.0%	0.797	1.116	1.914	0.755	1.322	2.077	0.000	0.000	0.000	0.227	0.318	0.545	47	10.6%	12	9	0	0	0.00%
180	US	Matthew Beniers	SEA	23	F	22	5	7	12	5	-5	18:53	16:26	2:13	0:13	5	0	0	0	0	7	0	0	1	0	12	0	0	1	0	0.0%	0.722	1.011	1.733	0.829	1.161	1.991	0.000	0.000	0.000	0.227	0.318	0.545	37	13.5%	7	19	132	164	44.59%
181	US	Ryan Poehling	ANA	26	F	23	5	7	12	4	-1	16:16	12:57	0:29	2:49	4	0	1	1	0	6	1	0	1	0	10	1	1	2	0	8.3%	0.801	1.122	1.924	0.805	1.207	2.012	0.000	5.325	5.325	0.217	0.304	0.522	36	13.9%	18	27	189	178	51.50%
182	DE	Leon Draisaitl	EDM	30	F	7	4	8	12	2	1	18:37	15:02	3:34	0:00	3	1	0	1	0	4	4	0	2	1	7	5	0	3	1	41.7%	1.842	3.683	5.525	1.710	2.280	3.989	2.397	9.587	11.984	0.571	1.143	1.714	16	25.0%	7	1	67	45	59.82%
183	US	John Carlson	ANA	35	D	15	4	8	12	4	-3	24:26	19:22	3:09	1:53	2	2	0	1	0	5	3	0	1	1	7	5	0	2	1	41.7%	0.655	1.310	1.964	0.413	1.032	1.445	2.527	3.791	6.318	0.267	0.533	0.800	38	10.5%	5	22	0	0	0.00%
184	CA	Jakob Chychrun	WSH	27	D	20	4	8	12	11	0	22:19	19:25	2:33	0:20	2	2	0	2	0	5	3	0	2	0	7	5	0	4	0	41.7%	0.537	1.075	1.612	0.309	0.772	1.081	2.353	3.529	5.882	0.200	0.400	0.600	30	13.3%	11	32	0	0	0.00%
185	CA	Jordan Kyrou	STL	27	F	22	4	8	12	4	-1	14:40	13:01	1:38	0:00	2	2	0	1	0	7	1	0	3	1	9	3	0	4	1	25.0%	0.743	1.486	2.229	0.419	1.465	1.884	3.333	1.667	5.000	0.182	0.364	0.545	44	9.1%	3	9	1	4	20.00%
186	CA	Easton Cowan	TOR	20	F	22	4	8	12	31	-7	17:05	15:13	1:51	0:00	2	2	0	0	0	5	3	0	1	1	7	5	0	1	1	41.7%	0.639	1.277	1.916	0.358	0.895	1.253	2.945	4.417	7.362	0.182	0.364	0.545	26	15.4%	26	9	0	0	0.00%
187	CA	Beckett Sennecke	ANA	19	F	23	4	8	12	26	-7	17:44	14:43	2:59	0:02	4	0	0	0	0	4	4	0	1	0	8	4	0	1	0	33.3%	0.588	1.176	1.764	0.709	0.709	1.417	0.000	3.497	3.497	0.174	0.348	0.522	62	6.5%	30	7	1	0	100.00%
188	CA	Ryan McLeod	BUF	26	F	21	3	9	12	8	5	17:10	13:08	1:41	2:21	2	0	1	0	0	8	1	0	1	0	10	1	1	1	0	8.3%	0.499	1.497	1.995	0.435	1.739	2.174	0.000	1.693	1.693	0.143	0.429	0.571	16	18.8%	2	9	158	151	51.13%
189	CA	Shea Theodore	VGK	30	D	23	3	9	12	14	6	21:13	19:11	1:16	0:44	2	1	0	0	0	9	0	0	1	0	11	1	0	1	0	8.3%	0.369	1.107	1.475	0.272	1.223	1.495	2.054	0.000	2.054	0.130	0.391	0.522	37	8.1%	1	21	0	0	0.00%
190	CA	Jordan Spence	OTT	24	D	23	3	9	12	12	1	21:56	19:26	2:02	0:26	3	0	0	0	0	6	3	0	2	0	9	3	0	2	0	25.0%	0.357	1.070	1.427	0.403	0.805	1.208	0.000	3.823	3.823	0.130	0.391	0.522	40	7.5%	20	20	0	0	0.00%
191	CA	Zach Hyman	EDM	33	F	15	7	4	11	14	2	19:32	16:04	3:27	0:00	6	1	0	0	0	4	0	0	0	0	10	1	0	0	0	9.1%	1.433	0.819	2.252	1.493	0.995	2.489	1.156	0.000	1.156	0.467	0.267	0.733	32	21.9%	15	5	0	0	0.00%
192	SE	Gabriel Landeskog	COL	33	F	16	7	4	11	12	8	16:59	14:35	2:21	0:02	6	1	0	1	0	3	1	0	1	0	9	2	0	2	0	18.2%	1.544	0.883	2.427	1.542	0.771	2.312	1.589	1.589	3.177	0.438	0.250	0.688	38	18.4%	22	13	53	33	61.63%
193	FI	Mikael Granlund	ANA	33	F	19	7	4	11	4	0	19:42	14:42	3:08	1:52	3	4	0	1	1	2	2	0	1	0	5	6	0	2	1	54.5%	1.121	0.641	1.762	0.644	0.429	1.073	4.031	2.016	6.047	0.368	0.211	0.579	36	19.4%	8	14	133	104	56.12%
194	CA	Matthew Wood	NSH	20	F	22	7	4	11	12	0	13:27	12:06	1:19	0:00	5	1	1	1	0	4	0	0	0	0	9	1	1	1	0	9.1%	1.419	0.811	2.230	1.126	0.901	2.026	2.051	0.000	2.051	0.318	0.182	0.500	33	21.2%	15	7	65	97	40.12%
195	CA	Parker Kelly	COL	26	F	23	7	4	11	12	6	13:04	11:18	0:00	1:46	7	0	0	0	0	4	0	0	0	0	11	0	0	0	0	0.0%	1.397	0.798	2.195	1.616	0.923	2.539	0.000	0.000	0.000	0.304	0.174	0.478	25	28.0%	49	16	14	21	40.00%
196	CA	Alex Newhook	MTL	24	F	23	7	4	11	2	1	14:27	12:44	1:21	0:20	6	1	0	0	0	4	0	0	2	0	10	1	0	2	0	9.1%	1.264	0.722	1.986	1.228	0.819	2.047	1.916	0.000	1.916	0.304	0.174	0.478	36	19.4%	20	11	82	79	50.93%
197	CA	A.J. Greer	FLA	29	F	19	6	5	11	23	7	14:36	13:00	0:12	1:23	5	1	0	1	0	5	0	0	1	0	10	1	0	2	0	9.1%	1.298	1.081	2.379	1.215	1.215	2.429	15.190	0.000	15.190	0.316	0.263	0.579	28	21.4%	55	9	4	15	21.05%
198	US	Matthew Samoskevich	FLA	23	F	20	6	5	11	8	3	15:12	13:06	2:05	0:00	5	1	0	0	0	4	1	0	0	0	9	2	0	0	0	18.2%	1.183	0.986	2.170	1.144	0.915	2.060	1.434	1.434	2.867	0.300	0.250	0.550	35	17.1%	32	10	4	4	50.00%
199	RU	Pavel Buchnevich	STL	30	F	21	6	5	11	8	2	17:02	13:24	1:44	1:53	6	0	0	3	0	3	2	0	1	0	9	2	0	4	0	18.2%	1.006	0.838	1.844	1.278	0.639	1.917	0.000	3.294	3.294	0.286	0.238	0.524	30	20.0%	6	12	49	70	41.18%
200	CA	Justin Hryckowian	DAL	24	F	23	6	5	11	8	1	15:42	12:26	1:30	1:45	5	1	0	0	0	3	2	0	0	0	8	3	0	0	0	27.3%	0.997	0.830	1.827	1.049	0.629	1.678	1.721	3.442	5.163	0.261	0.217	0.478	28	21.4%	30	20	96	86	52.75%
