Rk		Name	Team	Age	Pos	GP	G	A	P	PIM	+/-	TOI	ES	PP	SH	ESG	PPG	SHG	GWG	OTG	ESA	PPA	SHA	GWA	OTA	ESP	PPP	SHP	GWP	OTP	PPP%	G/60	A/60	P/60	ESG/60	ESA/60	ESP/60	PPG/60	PPA/60	PPP/60	G/GP	A/GP	P/GP	SHOTS	SH%	HITS	BS	FOW	FOL	FO%
175	CA	Cody Ceci	DAL	31	D	18	0	3	3	2	-6	21:31	17:59	0:09	3:22	0	0	0	0	0	3	0	0	1	1	3	0	0	1	1	0.0%	0.000	0.465	0.465	0.000	0.556	0.556	0.000	0.000	0.000	0.000	0.167	0.167	19	0.0%	22	25	0	0	0.00%
176	CA	Brayden Point	TBL	28	F	5	2	0	2	4	-1	21:48	16:47	4:59	0:01	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0.0%	1.101	0.000	1.101	1.429	0.000	1.429	0.000	0.000	0.000	0.400	0.000	0.400	12	16.7%	2	2	31	29	51.67%
177	CA	Nick Paul	TBL	29	F	5	2	0	2	2	-4	16:34	13:24	2:31	0:39	2	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0.0%	1.448	0.000	1.448	1.791	0.000	1.791	0.000	0.000	0.000	0.400	0.000	0.400	12	16.7%	18	0	29	23	55.77%
178	US	Christian Dvorak	MTL	28	F	5	2	0	2	4	-1	16:22	14:43	0:00	1:38	2	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0.0%	1.466	0.000	1.466	1.630	0.000	1.630	0.000	0.000	0.000	0.400	0.000	0.400	7	28.6%	5	5	40	39	50.63%
179	CA	Nicholas Suzuki	MTL	25	F	5	2	0	2	2	-5	22:16	17:12	4:37	0:26	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	50.0%	1.078	0.000	1.078	0.697	0.000	0.697	2.597	0.000	2.597	0.400	0.000	0.400	14	14.3%	11	4	47	34	58.02%
180	CA	Dawson Mercer	NJD	23	F	5	2	0	2	8	-6	21:04	16:30	2:18	2:16	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0.0%	1.139	0.000	1.139	1.454	0.000	1.454	0.000	0.000	0.000	0.400	0.000	0.400	8	25.0%	15	1	8	20	28.57%
181	SK	Juraj Slafkovsky	MTL	20	F	5	2	0	2	4	-4	19:52	16:29	3:22	0:00	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	50.0%	1.208	0.000	1.208	0.728	0.000	0.728	3.550	0.000	3.550	0.400	0.000	0.400	15	13.3%	15	1	0	0	0.00%
182	CA	Brandt Clarke	LAK	21	D	6	2	0	2	0	1	12:47	11:17	1:29	0:00	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	50.0%	1.564	0.000	1.564	0.885	0.000	0.885	6.691	0.000	6.691	0.333	0.000	0.333	6	33.3%	4	6	0	0	0.00%
183	US	Nick Robertson	TOR	23	F	3	1	1	2	6	1	9:59	9:08	0:51	0:00	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0.0%	2.003	2.003	4.007	2.190	2.190	4.380	0.000	0.000	0.000	0.333	0.333	0.667	2	50.0%	3	4	4	0	100.00%
184	SK	Simon Nemec	NJD	20	D	4	1	1	2	2	3	20:39	17:15	2:35	0:49	1	0	0	1	1	1	0	0	0	0	2	0	0	1	1	0.0%	0.726	0.726	1.452	0.869	0.869	1.738	0.000	0.000	0.000	0.250	0.250	0.500	6	16.7%	2	3	0	0	0.00%
185	CA	Jeff Skinner	EDM	32	F	5	1	1	2	0	-1	12:13	11:38	0:34	0:00	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0.0%	0.982	0.982	1.965	1.031	1.031	2.061	0.000	0.000	0.000	0.200	0.200	0.400	9	11.1%	11	2	0	0	0.00%
186	US	Luke Glendening	TBL	35	F	5	1	1	2	0	2	9:43	6:45	0:21	2:36	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0.0%	1.234	1.234	2.468	1.775	1.775	3.550	0.000	0.000	0.000	0.200	0.200	0.400	1	100.0%	13	5	31	27	53.45%
187	US	Stefan Noesen	NJD	31	F	5	1	1	2	10	-4	16:30	12:15	3:32	0:42	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0.0%	0.727	0.727	1.454	0.979	0.979	1.959	0.000	0.000	0.000	0.200	0.200	0.400	7	14.3%	8	1	2	1	66.67%
188	CA	Alexandre Carrier	MTL	28	D	5	1	1	2	0	0	20:44	19:20	0:10	1:13	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0.0%	0.579	0.579	1.157	0.620	0.620	1.241	0.000	0.000	0.000	0.200	0.200	0.400	8	12.5%	7	15	0	0	0.00%
189	CA	Jaret Anderson-Dolan	WPG	25	F	5	1	1	2	2	-1	8:20	8:12	0:00	0:08	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0.0%	1.440	1.440	2.880	1.463	1.463	2.927	0.000	0.000	0.000	0.200	0.200	0.400	3	33.3%	19	2	2	0	100.00%
190	CA	Alex Newhook	MTL	23	F	5	1	1	2	4	-3	15:31	14:06	1:24	0:00	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	50.0%	0.773	0.773	1.546	0.000	0.851	0.851	8.531	0.000	8.531	0.200	0.200	0.400	8	12.5%	5	2	10	17	37.04%
191	CA	Drake Batherson	OTT	26	F	6	1	1	2	10	-4	17:28	14:45	2:43	0:00	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	50.0%	0.572	0.572	1.144	0.677	0.000	0.677	0.000	3.681	3.681	0.167	0.167	0.333	9	11.1%	27	3	2	2	50.00%
192	CA	Dylan Cozens	OTT	23	F	6	1	1	2	12	-2	16:35	14:15	2:14	0:05	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0.0%	0.603	0.603	1.205	0.000	0.701	0.701	0.000	0.000	0.000	0.167	0.167	0.333	13	7.7%	27	1	26	32	44.83%
193	BY	Alexei Protas	WSH	23	F	6	1	1	2	0	-2	17:36	15:05	0:34	1:55	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0.0%	0.568	0.568	1.136	0.662	0.662	1.325	0.000	0.000	0.000	0.167	0.167	0.333	3	33.3%	4	5	0	1	0.00%
194	US	Shane Pinto	OTT	24	F	6	1	1	2	2	-1	19:52	16:45	0:13	2:53	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0.0%	0.503	0.503	1.006	0.000	0.597	0.597	0.000	0.000	0.000	0.167	0.167	0.333	7	14.3%	12	5	49	66	42.61%
195	SE	Oscar Sundqvist	STL	30	F	7	1	1	2	6	1	15:17	11:30	2:01	1:46	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0.0%	0.561	0.561	1.121	0.745	0.745	1.490	0.000	0.000	0.000	0.143	0.143	0.286	6	16.7%	26	1	24	34	41.38%
196	SE	Philip Broberg	STL	23	D	7	1	1	2	2	9	22:07	19:40	0:49	1:36	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0.0%	0.388	0.388	0.775	0.436	0.436	0.871	0.000	0.000	0.000	0.143	0.143	0.286	8	12.5%	4	10	0	0	0.00%
197	US	Jack Drury	COL	24	F	7	1	1	2	4	2	12:53	11:15	0:00	1:38	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0.0%	0.665	0.665	1.329	0.761	0.761	1.522	0.000	0.000	0.000	0.143	0.143	0.286	9	11.1%	8	4	38	23	62.30%
198	RU	Pavel Dorofeyev	VGK	24	F	8	1	1	2	2	-7	17:25	14:37	2:47	0:00	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	100.0%	0.430	0.430	0.861	0.000	0.000	0.000	2.681	2.681	5.361	0.125	0.125	0.250	27	3.7%	6	3	0	1	0.00%
199	CA	Andrew Mangiapane	WSH	28	F	10	1	1	2	14	1	11:12	10:10	1:02	0:00	1	0	0	1	0	1	0	0	0	0	2	0	0	1	0	0.0%	0.535	0.535	1.070	0.590	0.590	1.179	0.000	0.000	0.000	0.100	0.100	0.200	12	8.3%	15	7	3	5	37.50%
200	RU	Ivan Barbashev	VGK	29	F	11	1	1	2	6	-9	17:30	16:20	1:09	0:00	1	0	0	1	1	0	1	0	0	0	1	1	0	1	1	50.0%	0.312	0.312	0.623	0.334	0.000	0.334	0.000	4.712	4.712	0.091	0.091	0.182	14	7.1%	43	6	7	4	63.64%
201	CA	Simon Benoit	TOR	26	D	13	1	1	2	10	-3	18:23	16:27	0:00	1:56	1	0	0	1	1	1	0	0	1	1	2	0	0	2	2	0.0%	0.251	0.251	0.502	0.281	0.281	0.561	0.000	0.000	0.000	0.077	0.077	0.154	11	9.1%	42	39	0	0	0.00%
202	US	Alex Iafallo	WPG	31	F	13	1	1	2	10	-4	16:06	11:48	2:09	2:08	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	50.0%	0.286	0.286	0.573	0.391	0.000	0.391	0.000	2.133	2.133	0.077	0.077	0.154	17	5.9%	46	9	2	10	16.67%
203	CA	Alex Petrovic	DAL	32	D	17	1	1	2	4	-1	12:45	12:38	0:00	0:07	1	0	0	1	0	1	0	0	0	0	2	0	0	1	0	0.0%	0.277	0.277	0.553	0.279	0.279	0.558	0.000	0.000	0.000	0.059	0.059	0.118	11	9.1%	32	15	0	0	0.00%
204	FI	Esa Lindell	DAL	30	D	18	1	1	2	4	-3	23:31	18:34	0:33	4:24	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0.0%	0.142	0.142	0.283	0.180	0.180	0.359	0.000	0.000	0.000	0.056	0.056	0.111	18	5.6%	13	44	0	0	0.00%
205	CA	Colin Miller	WPG	32	D	4	0	2	2	4	1	15:20	13:36	1:15	0:28	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	50.0%	0.000	1.955	1.955	0.000	1.103	1.103	0.000	11.881	11.881	0.000	0.500	0.500	5	0.0%	8	4	0	0	0.00%
206	SE	Marcus Johansson	MIN	34	F	5	0	2	2	0	0	14:02	12:32	0:42	0:47	0	0	0	0	0	2	0	0	1	0	2	0	0	1	0	0.0%	0.000	1.710	1.710	0.000	1.914	1.914	0.000	0.000	0.000	0.000	0.400	0.400	5	0.0%	8	3	1	2	33.33%
207	FI	Joel Armia	MTL	31	F	5	0	2	2	2	2	12:23	10:03	0:00	2:20	0	0	0	0	0	2	0	0	1	0	2	0	0	1	0	0.0%	0.000	1.936	1.936	0.000	2.388	2.388	0.000	0.000	0.000	0.000	0.400	0.400	4	0.0%	8	0	0	0	0.00%
208	CZ	Ondrej Palat	NJD	33	F	5	0	2	2	2	5	17:40	15:31	1:50	0:18	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0.0%	0.000	1.358	1.358	0.000	1.546	1.546	0.000	0.000	0.000	0.000	0.400	0.400	5	0.0%	15	6	0	0	0.00%
209	CA	Dougie Hamilton	NJD	31	D	5	0	2	2	6	-3	25:01	21:09	3:18	0:33	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0.0%	0.000	0.959	0.959	0.000	1.135	1.135	0.000	0.000	0.000	0.000	0.400	0.400	10	0.0%	11	7	0	0	0.00%
210	CA	Brendan Gallagher	MTL	32	F	5	0	2	2	0	-7	15:37	14:14	1:23	0:00	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	50.0%	0.000	1.537	1.537	0.000	0.843	0.843	0.000	8.675	8.675	0.000	0.400	0.400	13	0.0%	16	1	0	1	0.00%
211	RU	Ivan Demidov	MTL	19	F	5	0	2	2	0	-5	14:28	11:40	2:48	0:00	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	100.0%	0.000	1.658	1.658	0.000	0.000	0.000	0.000	8.551	8.551	0.000	0.400	0.400	2	0.0%	8	2	0	0	0.00%
212	RU	Vladislav Gavrikov	LAK	29	D	6	0	2	2	2	-1	20:59	18:58	0:00	2:01	0	0	0	0	0	2	0	0	1	0	2	0	0	1	0	0.0%	0.000	0.953	0.953	0.000	1.054	1.054	0.000	0.000	0.000	0.000	0.333	0.333	5	0.0%	4	10	0	0	0.00%
213	RU	Yakov Trenin	MIN	27	F	6	0	2	2	0	0	9:30	9:30	0:00	0:00	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0.0%	0.000	2.103	2.103	0.000	2.104	2.104	0.000	0.000	0.000	0.000	0.333	0.333	3	0.0%	34	5	1	3	25.00%
214	CA	Jacob Middleton	MIN	28	D	6	0	2	2	2	3	21:59	19:08	0:01	2:48	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0.0%	0.000	0.910	0.910	0.000	1.045	1.045	0.000	0.000	0.000	0.000	0.333	0.333	7	0.0%	13	19	0	0	0.00%
215	CA	Justin Brazeau	MIN	26	F	6	0	2	2	0	1	7:56	7:56	0:00	0:00	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0.0%	0.000	2.518	2.518	0.000	2.518	2.518	0.000	0.000	0.000	0.000	0.333	0.333	2	0.0%	22	2	0	0	0.00%
216	US	Tyler Kleven	OTT	22	D	6	0	2	2	6	0	15:46	15:34	0:00	0:12	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0.0%	0.000	1.267	1.267	0.000	1.285	1.285	0.000	0.000	0.000	0.000	0.333	0.333	4	0.0%	16	8	0	0	0.00%
217	US	Brandon Saad	VGK	32	F	8	0	2	2	2	0	14:26	13:47	0:07	0:31	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0.0%	0.000	1.039	1.039	0.000	1.087	1.087	0.000	0.000	0.000	0.000	0.250	0.250	13	0.0%	7	1	6	2	75.00%
218	CA	Haydn Fleury	WPG	28	D	8	0	2	2	8	2	15:15	14:42	0:04	0:28	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0.0%	0.000	0.983	0.983	0.000	1.019	1.019	0.000	0.000	0.000	0.000	0.250	0.250	3	0.0%	16	10	0	0	0.00%
219	US	Trevor van Riemsdyk	WSH	33	D	10	0	2	2	4	0	15:57	14:42	0:00	1:14	0	0	0	0	0	2	0	0	1	0	2	0	0	1	0	0.0%	0.000	0.752	0.752	0.000	0.816	0.816	0.000	0.000	0.000	0.000	0.200	0.200	3	0.0%	1	18	0	0	0.00%
220	US	Matt Roy	WSH	29	D	10	0	2	2	2	-1	23:52	20:11	0:13	3:27	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0.0%	0.000	0.503	0.503	0.000	0.595	0.595	0.000	0.000	0.000	0.000	0.200	0.200	7	0.0%	27	30	0	0	0.00%
221	CA	Nicolas Hague	VGK	26	D	11	0	2	2	9	-2	16:13	14:58	0:00	1:14	0	0	0	0	0	2	0	0	1	1	2	0	0	1	1	0.0%	0.000	0.672	0.672	0.000	0.729	0.729	0.000	0.000	0.000	0.000	0.182	0.182	11	0.0%	22	18	0	0	0.00%
222	SE	Oscar Bäck	DAL	24	F	11	0	2	2	2	-2	11:02	8:12	0:00	2:50	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0.0%	0.000	0.988	0.988	0.000	1.330	1.330	0.000	0.000	0.000	0.000	0.182	0.182	2	0.0%	8	5	5	2	71.43%
223	CA	Zach Whitecloud	VGK	28	D	11	0	2	2	8	-3	17:29	16:09	0:00	1:19	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0.0%	0.000	0.624	0.624	0.000	0.337	0.337	0.000	0.000	0.000	0.000	0.182	0.182	8	0.0%	28	16	0	0	0.00%
224	CA	Scott Laughton	TOR	30	F	13	0	2	2	8	-3	13:51	12:09	0:09	1:32	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0.0%	0.000	0.666	0.666	0.000	0.759	0.759	0.000	0.000	0.000	0.000	0.154	0.154	6	0.0%	41	11	72	54	57.14%
225	CA	Steven Lorentz	TOR	28	F	13	0	2	2	4	-4	12:07	10:57	0:03	1:05	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0.0%	0.000	0.762	0.762	0.000	0.842	0.842	0.000	0.000	0.000	0.000	0.154	0.154	13	0.0%	42	11	7	0	100.00%
226	CA	Morgan Barron	WPG	26	F	13	0	2	2	2	-6	12:01	10:20	0:25	1:15	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0.0%	0.000	0.768	0.768	0.000	0.893	0.893	0.000	0.000	0.000	0.000	0.154	0.154	13	0.0%	37	1	47	54	46.53%
227	CA	Mathieu Joseph	STL	27	F	3	1	0	1	10	1	13:35	12:33	0:00	1:02	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0%	1.472	0.000	1.472	1.594	0.000	1.594	0.000	0.000	0.000	0.333	0.000	0.333	6	16.7%	12	8	0	0	0.00%
228	CA	Tyler Tucker	STL	24	D	3	1	0	1	4	0	14:23	12:51	0:16	1:15	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0.0%	1.389	0.000	1.389	1.556	0.000	1.556	0.000	0.000	0.000	0.333	0.000	0.333	4	25.0%	12	2	0	0	0.00%
229	SE	David Gustafsson	WPG	24	F	4	1	0	1	0	0	7:17	6:49	0:00	0:28	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0%	2.056	0.000	2.056	2.200	0.000	2.200	0.000	0.000	0.000	0.250	0.000	0.250	3	33.3%	2	2	3	3	50.00%
230	US	Mitchell Chaffee	TBL	26	F	4	1	0	1	0	0	11:20	9:15	2:04	0:00	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0%	1.323	0.000	1.323	1.619	0.000	1.619	0.000	0.000	0.000	0.250	0.000	0.250	1	100.0%	8	1	0	0	0.00%
231	SK	Erik Cernak	TBL	27	D	5	1	0	1	4	1	17:55	14:35	0:00	3:19	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0%	0.669	0.000	0.669	0.822	0.000	0.822	0.000	0.000	0.000	0.200	0.000	0.200	14	7.1%	15	7	0	0	0.00%
232	LV	Uvis Balinskis	FLA	28	D	5	1	0	1	2	4	12:34	12:06	0:07	0:21	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0%	0.954	0.000	0.954	0.991	0.000	0.991	0.000	0.000	0.000	0.200	0.000	0.200	4	25.0%	8	7	0	0	0.00%
233	CA	Anthony Cirelli	TBL	27	F	5	1	0	1	18	-4	16:14	11:28	2:36	2:10	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0%	0.739	0.000	0.739	1.046	0.000	1.046	0.000	0.000	0.000	0.200	0.000	0.200	5	20.0%	14	8	33	35	48.53%
234	SE	Emil Heineman	MTL	23	F	5	1	0	1	0	1	9:04	8:17	0:47	0:00	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0%	1.323	0.000	1.323	1.449	0.000	1.449	0.000	0.000	0.000	0.200	0.000	0.200	4	25.0%	16	4	1	2	33.33%
235	CA	Jordan Spence	LAK	23	D	5	1	0	1	0	-1	7:31	7:28	0:02	0:00	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0%	1.596	0.000	1.596	1.606	0.000	1.606	0.000	0.000	0.000	0.200	0.000	0.200	2	50.0%	3	5	0	0	0.00%
236	CA	Jared Spurgeon	MIN	35	D	6	1	0	1	0	5	22:51	19:24	1:24	2:03	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0%	0.437	0.000	0.437	0.515	0.000	0.515	0.000	0.000	0.000	0.167	0.000	0.167	12	8.3%	4	17	0	0	0.00%
237	CA	Ridly Greig	OTT	22	F	6	1	0	1	8	-1	18:00	15:07	1:05	1:47	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0%	0.555	0.000	0.555	0.661	0.000	0.661	0.000	0.000	0.000	0.167	0.000	0.167	9	11.1%	11	2	3	4	42.86%
238	US	Charlie Coyle	COL	32	F	7	1	0	1	2	-4	12:49	9:54	0:59	1:56	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0%	0.668	0.000	0.668	0.865	0.000	0.865	0.000	0.000	0.000	0.143	0.000	0.143	7	14.3%	23	3	46	34	57.50%
239	US	Jalen Chatfield	CAR	28	D	9	1	0	1	6	6	20:24	18:29	0:04	1:50	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0%	0.327	0.000	0.327	0.361	0.000	0.361	0.000	0.000	0.000	0.111	0.000	0.111	8	12.5%	9	11	0	0	0.00%
240	US	Colin Blackwell	DAL	31	F	11	1	0	1	6	-5	11:01	9:15	0:00	1:45	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0.0%	0.494	0.000	0.494	0.589	0.000	0.589	0.000	0.000	0.000	0.091	0.000	0.091	16	6.3%	26	5	26	27	49.06%
241	FI	Patrik Laine	MTL	26	F	2	0	1	1	2	-2	11:42	9:17	2:25	0:00	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	100.0%	0.000	2.564	2.564	0.000	0.000	0.000	0.000	12.414	12.414	0.000	0.500	0.500	6	0.0%	4	1	0	1	0.00%
242	FR	Alexandre Texier	STL	25	F	3	0	1	1	0	-1	12:02	10:49	1:13	0:00	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0.0%	0.000	1.661	1.661	0.000	1.848	1.848	0.000	0.000	0.000	0.000	0.333	0.333	2	0.0%	8	0	0	1	0.00%
243	FI	Oliver Kapanen	MTL	21	F	3	0	1	1	0	0	6:56	6:52	0:03	0:00	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	2.882	2.882	0.000	2.908	2.908	0.000	0.000	0.000	0.000	0.333	0.333	1	0.0%	2	0	8	10	44.44%
244	US	Matthew Samoskevich	FLA	22	F	4	0	1	1	4	0	11:19	8:40	2:15	0:23	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	1.325	1.325	0.000	1.728	1.728	0.000	0.000	0.000	0.000	0.250	0.250	6	0.0%	11	0	0	0	0.00%
245	RU	Alexander Nikishin	CAR	23	D	4	0	1	1	6	-5	15:59	15:04	0:10	0:44	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0.0%	0.000	0.938	0.938	0.000	0.996	0.996	0.000	0.000	0.000	0.000	0.250	0.250	3	0.0%	17	2	0	0	0.00%
246	CA	Conor Geekie	TBL	20	F	4	0	1	1	2	0	12:22	10:59	1:22	0:00	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	1.213	1.213	0.000	1.364	1.364	0.000	0.000	0.000	0.000	0.250	0.250	3	0.0%	8	3	1	1	50.00%
247	US	Zeev Buium	MIN	19	D	4	0	1	1	4	-1	13:35	11:08	2:27	0:00	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	100.0%	0.000	1.104	1.104	0.000	0.000	0.000	0.000	6.122	6.122	0.000	0.250	0.250	2	0.0%	3	1	0	0	0.00%
248	US	Ryan Suter	STL	39	D	5	0	1	1	0	-2	16:54	13:39	0:01	3:13	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0.0%	0.000	0.710	0.710	0.000	0.878	0.878	0.000	0.000	0.000	0.000	0.200	0.200	2	0.0%	2	9	0	0	0.00%
249	CA	David Savard	MTL	34	D	5	0	1	1	0	-2	11:38	8:42	0:00	2:56	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0.0%	0.000	1.030	1.030	0.000	1.377	1.377	0.000	0.000	0.000	0.000	0.200	0.200	2	0.0%	8	9	0	0	0.00%
250	CA	Yanni Gourde	TBL	33	F	5	0	1	1	0	-3	14:30	12:55	1:24	0:10	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.827	0.827	0.000	0.928	0.928	0.000	0.000	0.000	0.000	0.200	0.200	2	0.0%	9	6	5	7	41.67%
251	FI	Erik Haula	NJD	33	F	5	0	1	1	2	-1	18:36	15:48	0:08	2:39	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.645	0.645	0.000	0.759	0.759	0.000	0.000	0.000	0.000	0.200	0.200	9	0.0%	20	3	31	21	59.62%
252	CA	Josh Anderson	MTL	30	F	5	0	1	1	20	-2	13:53	12:37	0:01	1:15	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.864	0.864	0.000	0.951	0.951	0.000	0.000	0.000	0.000	0.200	0.200	11	0.0%	26	1	1	3	25.00%
253	CA	Mike Matheson	MTL	30	D	5	0	1	1	2	-1	24:50	20:30	1:12	3:07	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	100.0%	0.000	0.483	0.483	0.000	0.000	0.000	0.000	9.972	9.972	0.000	0.200	0.200	11	0.0%	7	5	0	0	0.00%
254	CA	Jake Evans	MTL	28	F	5	0	1	1	2	0	15:30	12:49	0:02	2:38	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.774	0.774	0.000	0.936	0.936	0.000	0.000	0.000	0.000	0.200	0.200	4	0.0%	11	2	36	30	54.55%
255	US	Nicklaus Perbix	TBL	26	D	5	0	1	1	4	0	12:57	12:38	0:19	0:00	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.926	0.926	0.000	0.950	0.950	0.000	0.000	0.000	0.000	0.200	0.200	3	0.0%	1	2	0	0	0.00%
256	US	Paul Cotter	NJD	25	F	5	0	1	1	2	-1	14:25	14:23	0:02	0:00	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.832	0.832	0.000	0.834	0.834	0.000	0.000	0.000	0.000	0.200	0.200	5	0.0%	22	3	0	1	0.00%
257	US	Sam Malinski	COL	26	D	5	0	1	1	4	3	14:00	13:52	0:00	0:07	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.857	0.857	0.000	0.865	0.865	0.000	0.000	0.000	0.000	0.200	0.200	9	0.0%	7	4	0	0	0.00%
258	NO	Emil Martinsen Lilleberg	TBL	23	D	5	0	1	1	4	0	11:58	11:28	0:18	0:11	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	1.003	1.003	0.000	1.045	1.045	0.000	0.000	0.000	0.000	0.200	0.200	1	0.0%	8	5	0	0	0.00%
259	US	Zach Bogosian	MIN	34	D	6	0	1	1	0	1	13:00	11:31	0:00	1:28	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0.0%	0.000	0.769	0.769	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.167	0.167	2	0.0%	6	4	0	0	0.00%
260	SE	Jonas Brodin	MIN	31	D	6	0	1	1	0	-1	24:47	23:43	0:14	0:50	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.403	0.403	0.000	0.422	0.422	0.000	0.000	0.000	0.000	0.167	0.167	4	0.0%	6	11	0	0	0.00%
261	CA	Joel Edmundson	LAK	31	D	6	0	1	1	2	2	23:13	22:06	0:00	1:06	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.431	0.431	0.000	0.452	0.452	0.000	0.000	0.000	0.000	0.167	0.167	2	0.0%	16	17	0	0	0.00%
262	RU	Artyom Zub	OTT	29	D	6	0	1	1	2	0	22:36	19:36	0:06	2:53	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.442	0.442	0.000	0.510	0.510	0.000	0.000	0.000	0.000	0.167	0.167	3	0.0%	3	15	0	0	0.00%
263	CA	Mike Amadio	OTT	28	F	6	0	1	1	2	-2	16:31	16:29	0:02	0:00	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.605	0.605	0.000	0.606	0.606	0.000	0.000	0.000	0.000	0.167	0.167	5	0.0%	22	0	2	0	100.00%
264	US	Michael Anderson	LAK	25	D	6	0	1	1	2	-4	25:25	23:09	0:03	2:11	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.393	0.393	0.000	0.432	0.432	0.000	0.000	0.000	0.000	0.167	0.167	4	0.0%	22	7	0	0	0.00%
