Rk		Name	Team	Age	Pos	GP	G	A	P	PIM	+/-	TOI	ES	PP	SH	ESG	PPG	SHG	GWG	OTG	ESA	PPA	SHA	GWA	OTA	ESP	PPP	SHP	GWP	OTP	PPP%	G/60	A/60	P/60	ESG/60	ESA/60	ESP/60	PPG/60	PPA/60	PPP/60	G/GP	A/GP	P/GP	SHOTS	SH%	HITS	BS	FOW	FOL	FO%
1	DE	Leon Draisaitl	EDM	29	F	22	11	22	33	6	4	22:46	18:49	3:53	0:03	7	4	0	4	4	14	8	0	3	1	21	12	0	7	5	36.4%	1.318	2.635	3.953	1.014	2.028	3.042	2.805	5.611	8.416	0.500	1.000	1.500	56	19.6%	33	16	212	200	51.46%
2	CA	Connor McDavid	EDM	27	F	22	7	26	33	4	3	24:25	19:23	3:49	1:13	7	0	0	2	0	19	7	0	3	2	26	7	0	5	2	21.2%	0.782	2.903	3.685	0.985	2.672	3.657	0.000	4.998	4.998	0.318	1.182	1.500	80	8.8%	24	22	124	128	49.21%
3	CA	Sam Reinhart	FLA	29	F	21	11	12	23	6	5	21:30	16:14	3:23	1:53	11	0	0	0	0	8	4	0	2	0	19	4	0	2	0	17.4%	1.461	1.594	3.054	1.936	1.408	3.343	0.000	3.366	3.366	0.524	0.571	1.095	63	17.5%	38	23	33	60	35.48%
4	US	Matthew Tkachuk	FLA	27	F	23	8	15	23	33	7	17:23	13:32	3:49	0:01	3	5	0	1	0	9	6	0	4	0	12	11	0	5	0	47.8%	1.200	2.250	3.449	0.578	1.734	2.312	3.407	4.088	7.494	0.348	0.652	1.000	41	19.5%	46	13	0	0	0.00%
5	CA	Evan Bouchard	EDM	25	D	22	7	16	23	8	6	26:12	20:30	3:50	1:50	5	2	0	1	0	12	4	0	1	0	17	6	0	2	0	26.1%	0.728	1.665	2.394	0.665	1.595	2.260	1.417	2.834	4.251	0.318	0.727	1.045	70	10.0%	10	33	0	0	0.00%
6	CA	Carter Verhaeghe	FLA	29	F	23	7	16	23	6	12	18:54	16:15	2:36	0:02	3	4	0	3	0	13	3	0	1	1	16	7	0	4	1	30.4%	0.966	2.207	3.173	0.481	2.086	2.567	3.990	2.993	6.983	0.304	0.696	1.000	52	13.5%	59	6	8	14	36.36%
7	CA	Sam Bennett	FLA	28	F	23	15	7	22	48	6	17:33	15:36	1:48	0:08	11	4	0	1	0	7	0	0	3	0	18	4	0	4	0	18.2%	2.228	1.040	3.268	1.838	1.169	3.007	5.762	0.000	5.762	0.652	0.304	0.957	69	21.7%	107	11	96	150	39.02%
8	FI	Mikko Rantanen	DAL	28	F	18	9	13	22	10	-3	20:46	17:40	3:04	0:01	7	2	0	2	0	8	5	0	5	1	15	7	0	7	1	31.8%	1.444	2.086	3.530	1.320	1.509	2.829	2.171	5.428	7.600	0.500	0.722	1.222	50	18.0%	15	21	3	7	30.00%
9	FI	Aleksander Barkov	FLA	29	F	23	6	16	22	4	4	20:29	15:13	3:16	1:59	4	2	0	0	0	10	6	0	3	0	14	8	0	3	0	36.4%	0.764	2.037	2.801	0.685	1.713	2.399	1.590	4.771	6.362	0.261	0.696	0.957	45	13.3%	51	24	260	186	58.30%
10	CA	Brad Marchand	FLA	36	F	23	10	10	20	48	17	16:40	13:48	1:35	1:16	8	1	1	3	2	9	1	0	2	0	17	2	1	5	2	10.0%	1.565	1.565	3.129	1.512	1.701	3.212	1.643	1.643	3.286	0.435	0.435	0.870	47	21.3%	36	13	0	0	0.00%
11	CA	Ryan Nugent-Hopkins	EDM	31	F	22	6	14	20	6	4	19:34	14:20	3:32	1:41	2	4	0	1	0	10	4	0	3	0	12	8	0	4	0	40.0%	0.836	1.950	2.786	0.380	1.901	2.281	3.074	3.074	6.147	0.273	0.636	0.909	48	12.5%	27	21	72	102	41.38%
12	FI	Eetu Luostarinen	FLA	26	F	23	5	14	19	25	11	15:23	12:59	0:10	2:13	5	0	0	0	0	14	0	0	4	0	19	0	0	4	0	0.0%	0.848	2.374	3.222	1.004	2.812	3.817	0.000	0.000	0.000	0.217	0.609	0.826	34	14.7%	87	25	6	14	30.00%
13	FI	Anton Lundell	FLA	23	F	23	6	12	18	14	19	16:09	14:07	0:26	1:36	6	0	0	1	0	11	0	1	4	1	17	0	1	5	1	0.0%	0.969	1.937	2.906	1.109	2.033	3.141	0.000	0.000	0.000	0.261	0.522	0.783	48	12.5%	28	20	151	166	47.63%
14	US	Kyle Connor	WPG	28	F	13	5	12	17	0	4	22:17	17:31	3:49	0:56	5	0	0	2	0	8	4	0	3	1	13	4	0	5	1	23.5%	1.035	2.485	3.521	1.317	2.107	3.424	0.000	4.829	4.829	0.385	0.923	1.308	45	11.1%	11	5	0	0	0.00%
15	CA	Seth Jarvis	CAR	22	F	15	6	10	16	6	2	19:52	13:32	4:05	2:14	4	2	0	0	0	4	6	0	3	1	8	8	0	3	1	50.0%	1.207	2.012	3.220	1.182	1.182	2.363	1.955	5.866	7.822	0.400	0.667	1.067	36	16.7%	52	13	6	17	26.09%
16	FI	Sebastian Aho	CAR	27	F	15	7	8	15	8	3	20:47	14:34	4:08	2:04	4	3	0	1	1	4	4	0	1	0	8	7	0	2	1	46.7%	1.347	1.539	2.886	1.098	1.098	2.196	2.898	3.864	6.761	0.467	0.533	1.000	41	17.1%	45	10	144	121	54.34%
17	SE	William Nylander	TOR	28	F	13	6	9	15	4	-3	19:05	15:59	3:06	0:00	5	1	0	0	0	5	4	0	1	0	10	5	0	1	0	33.3%	1.450	2.175	3.625	1.444	1.444	2.887	1.489	5.955	7.444	0.462	0.692	1.154	37	16.2%	7	7	15	5	75.00%
18	CA	Evan Rodrigues	FLA	31	F	21	2	13	15	10	3	16:11	14:06	1:43	0:21	1	1	0	0	0	7	6	0	1	0	8	7	0	1	0	46.7%	0.353	2.294	2.647	0.202	1.417	1.619	1.664	9.986	11.650	0.095	0.619	0.714	33	6.1%	44	11	31	43	41.89%
19	CA	Corey Perry	EDM	39	F	22	10	4	14	12	-2	15:15	12:10	3:05	0:00	5	5	0	1	0	2	2	0	2	2	7	7	0	3	2	50.0%	1.787	0.715	2.501	1.119	0.448	1.567	4.422	1.769	6.190	0.455	0.182	0.636	41	24.4%	34	3	0	3	0.00%
20	CA	Thomas Harley	DAL	23	D	18	4	10	14	10	-10	25:57	21:10	3:06	1:41	3	1	0	1	1	3	7	0	0	0	6	8	0	1	1	57.1%	0.513	1.284	1.797	0.472	0.472	0.945	1.074	7.516	8.589	0.222	0.556	0.778	31	12.9%	22	39	0	0	0.00%
21	CA	Aaron Ekblad	FLA	28	D	19	4	9	13	38	10	23:59	18:13	2:32	3:13	3	1	0	0	0	6	3	0	0	0	9	4	0	0	0	30.8%	0.526	1.184	1.711	0.520	1.040	1.559	1.241	3.722	4.962	0.211	0.474	0.684	36	11.1%	62	27	0	0	0.00%
22	CA	Mitch Marner	TOR	27	F	13	2	11	13	2	-1	22:10	16:48	3:18	2:03	2	0	0	1	0	5	6	0	3	0	7	6	0	4	0	46.2%	0.416	2.289	2.705	0.549	1.372	1.921	0.000	8.359	8.359	0.154	0.846	1.000	16	12.5%	31	16	4	5	44.44%
23	RU	Andrei Svechnikov	CAR	24	F	15	8	4	12	22	4	18:05	14:04	3:59	0:00	7	1	0	3	0	3	1	0	0	0	10	2	0	3	0	16.7%	1.769	0.885	2.654	1.989	0.852	2.841	1.002	1.002	2.003	0.533	0.267	0.800	40	20.0%	62	2	2	5	28.57%
24	FI	Roope Hintz	DAL	28	F	17	6	6	12	10	-2	17:42	13:30	2:37	1:34	2	4	0	0	0	4	2	0	3	0	6	6	0	3	0	50.0%	1.196	1.196	2.393	0.523	1.045	1.568	5.395	2.698	8.093	0.353	0.353	0.706	37	16.2%	14	14	127	128	49.80%
25	CA	Evander Kane	EDM	33	F	21	6	6	12	44	4	16:28	15:44	0:43	0:01	6	0	0	0	0	5	1	0	1	0	11	1	0	1	0	8.3%	1.040	1.040	2.081	1.089	0.908	1.997	0.000	3.974	3.974	0.286	0.286	0.571	47	12.8%	95	7	12	13	48.00%
26	US	Nate Schmidt	FLA	33	D	23	3	9	12	4	9	16:15	14:07	1:45	0:23	2	1	0	2	0	6	3	0	2	0	8	4	0	4	0	33.3%	0.481	1.444	1.925	0.370	1.109	1.478	1.486	4.457	5.943	0.130	0.391	0.522	26	11.5%	35	18	0	0	0.00%
27	CA	Nathan MacKinnon	COL	29	F	7	7	4	11	2	5	22:50	17:58	4:50	0:01	4	3	0	2	0	4	0	0	0	0	8	3	0	2	0	27.3%	2.627	1.501	4.128	1.907	1.907	3.814	5.315	0.000	5.315	1.000	0.571	1.571	39	18.0%	12	2	77	75	50.66%
28	CA	Mark Scheifele	WPG	31	F	11	5	6	11	16	5	19:00	15:17	3:36	0:05	4	1	0	1	0	5	1	0	2	0	9	2	0	3	0	18.2%	1.435	1.722	3.157	1.426	1.783	3.209	1.509	1.509	3.019	0.455	0.545	1.000	22	22.7%	21	6	78	92	45.88%
29	CA	Zach Hyman	EDM	32	F	15	5	6	11	6	10	17:41	15:30	1:27	0:43	5	0	0	1	0	5	1	0	1	0	10	1	0	2	0	9.1%	1.130	1.356	2.486	1.290	1.290	2.580	0.000	2.738	2.738	0.333	0.400	0.733	30	16.7%	111	7	0	0	0.00%
30	US	Auston Matthews	TOR	27	F	13	3	8	11	2	0	20:39	15:41	3:14	1:43	2	1	0	1	0	6	2	0	2	1	8	3	0	3	1	27.3%	0.670	1.788	2.458	0.589	1.766	2.354	1.422	2.845	4.267	0.231	0.615	0.846	47	6.4%	33	17	145	112	56.42%
31	CA	Dylan Strome	WSH	27	F	10	2	9	11	2	0	17:24	13:51	3:32	0:00	2	0	0	1	0	4	5	0	3	1	6	5	0	4	1	45.5%	0.689	3.102	3.792	0.866	1.731	2.597	0.000	8.475	8.475	0.200	0.900	1.100	15	13.3%	5	8	73	87	45.63%
32	FI	Mikael Granlund	DAL	32	F	18	5	5	10	8	-2	17:26	14:16	1:53	1:17	2	3	0	1	0	2	3	0	0	0	4	6	0	1	0	60.0%	0.955	0.955	1.911	0.467	0.467	0.934	5.310	5.310	10.619	0.278	0.278	0.556	29	17.2%	40	16	26	22	54.17%
33	SE	Adrian Kempe	LAK	28	F	6	4	6	10	4	-8	21:43	17:26	3:43	0:33	4	0	0	0	0	0	6	0	1	0	4	6	0	1	0	60.0%	1.841	2.762	4.603	2.294	0.000	2.294	0.000	16.083	16.083	0.667	1.000	1.667	21	19.1%	12	8	4	3	57.14%
34	CA	Wyatt Johnston	DAL	21	F	18	4	6	10	6	-16	19:21	14:33	2:45	2:03	2	2	0	1	0	3	3	0	0	0	5	5	0	1	0	50.0%	0.689	1.033	1.721	0.458	0.687	1.145	2.418	3.627	6.044	0.222	0.333	0.556	36	11.1%	36	6	100	98	50.51%
35	RU	Vasili Podkolzin	EDM	23	F	22	3	7	10	20	7	11:02	10:26	0:04	0:31	3	0	0	0	0	7	0	0	2	1	10	0	0	2	1	0.0%	0.741	1.730	2.471	0.784	1.829	2.613	0.000	0.000	0.000	0.136	0.318	0.455	18	16.7%	100	11	7	9	43.75%
36	US	Cam Fowler	STL	33	D	7	2	8	10	0	2	23:17	19:05	3:14	0:57	2	0	0	1	0	3	5	0	0	0	5	5	0	1	0	50.0%	0.736	2.944	3.681	0.898	1.346	2.244	0.000	13.245	13.245	0.286	1.143	1.429	12	16.7%	2	9	0	0	0.00%
37	CA	Jake Walman	EDM	28	D	22	2	8	10	12	9	20:10	17:39	0:40	1:50	2	0	0	0	0	8	0	0	0	0	10	0	0	0	0	0.0%	0.270	1.082	1.352	0.309	1.236	1.545	0.000	0.000	0.000	0.091	0.364	0.455	38	5.3%	38	66	0	0	0.00%
38	US	Jack Eichel	VGK	28	F	11	1	9	10	0	-8	23:08	17:02	3:57	2:08	1	0	0	0	0	4	4	1	0	0	5	4	1	0	0	40.0%	0.236	2.122	2.357	0.320	1.281	1.601	0.000	5.517	5.517	0.091	0.818	0.909	30	3.3%	16	12	90	102	46.88%
39	RU	Kirill Kaprizov	MIN	27	F	6	5	4	9	4	-1	23:07	19:59	3:01	0:06	2	3	0	0	0	4	0	0	0	0	6	3	0	0	0	33.3%	2.162	1.730	3.892	1.001	2.001	3.002	9.908	0.000	9.908	0.833	0.667	1.500	22	22.7%	6	10	0	0	0.00%
40	CA	Connor Brown	EDM	30	F	20	5	4	9	2	1	15:40	13:31	0:03	2:05	5	0	0	0	0	4	0	0	2	0	9	0	0	2	0	0.0%	0.957	0.765	1.722	1.109	0.887	1.996	0.000	0.000	0.000	0.250	0.200	0.450	27	18.5%	18	11	8	7	53.33%
41	US	Seth Jones	FLA	30	D	23	4	5	9	10	11	25:30	19:23	3:37	2:29	3	1	0	1	0	3	2	0	0	0	6	3	0	1	0	33.3%	0.409	0.511	0.921	0.404	0.404	0.807	0.719	1.439	2.158	0.174	0.217	0.391	29	13.8%	48	31	0	0	0.00%
42	US	Shayne Gostisbehere	CAR	31	D	15	3	6	9	4	-9	18:55	14:28	4:15	0:12	2	1	0	0	0	1	5	0	1	1	3	6	0	1	1	66.7%	0.634	1.268	1.902	0.553	0.276	0.829	0.940	4.701	5.641	0.200	0.400	0.600	24	12.5%	12	16	0	0	0.00%
43	SI	Anze Kopitar	LAK	37	F	6	2	7	9	0	-6	21:29	17:08	3:42	0:38	1	1	0	0	0	4	3	0	1	0	5	4	0	1	0	44.4%	0.931	3.257	4.188	0.583	2.333	2.916	2.699	8.096	10.795	0.333	1.167	1.500	8	25.0%	8	6	80	58	57.97%
44	CA	Logan Stankoven	CAR	21	F	15	5	3	8	2	-1	15:32	13:41	1:50	0:01	3	2	0	2	0	2	1	0	0	0	5	3	0	2	0	37.5%	1.287	0.772	2.059	0.877	0.584	1.461	4.348	2.174	6.522	0.333	0.200	0.533	24	20.8%	18	4	5	8	38.46%
45	CA	Mark Stone	VGK	32	F	10	4	4	8	0	-4	20:24	15:18	3:36	1:29	3	1	0	1	0	2	2	0	0	0	5	3	0	1	0	37.5%	1.176	1.176	2.352	1.176	0.784	1.959	1.666	3.332	4.998	0.400	0.400	0.800	21	19.1%	9	11	0	0	0.00%
46	CA	Tyler Seguin	DAL	32	F	18	4	4	8	10	-3	15:06	13:12	1:43	0:09	3	1	0	1	1	2	2	0	1	1	5	3	0	2	2	37.5%	0.883	0.883	1.766	0.757	0.504	1.261	1.929	3.859	5.788	0.222	0.222	0.444	28	14.3%	13	3	71	62	53.38%
47	RU	Pavel Buchnevich	STL	29	F	7	3	5	8	14	1	20:35	16:06	2:53	1:35	2	1	0	0	0	3	2	0	1	0	5	3	0	1	0	37.5%	1.249	2.082	3.331	1.064	1.596	2.660	2.968	5.936	8.904	0.429	0.714	1.143	14	21.4%	14	4	1	1	50.00%
48	US	Max Pacioretty	TOR	36	F	11	3	5	8	4	1	12:50	11:56	0:54	0:00	2	1	0	1	0	5	0	0	0	0	7	1	0	1	0	12.5%	1.274	2.123	3.396	0.914	2.285	3.200	5.960	0.000	5.960	0.273	0.455	0.727	14	21.4%	61	6	0	0	0.00%
49	CA	Darnell Nurse	EDM	29	D	22	3	5	8	31	2	23:15	21:03	0:15	1:56	3	0	0	0	0	5	0	0	1	1	8	0	0	1	1	0.0%	0.352	0.586	0.938	0.388	0.647	1.036	0.000	0.000	0.000	0.136	0.227	0.364	43	7.0%	57	43	0	0	0.00%
50	CA	Phillip Danault	LAK	31	F	6	2	6	8	0	2	20:39	17:50	1:22	1:26	2	0	0	1	0	4	2	0	0	0	6	2	0	1	0	25.0%	0.969	2.906	3.874	1.121	2.242	3.363	0.000	14.545	14.545	0.333	1.000	1.333	9	22.2%	13	12	64	57	52.89%
51	CA	Robert Thomas	STL	25	F	7	2	6	8	4	0	20:59	16:28	3:09	1:21	1	1	0	0	0	4	2	0	1	0	5	3	0	1	0	37.5%	0.817	2.450	3.266	0.520	2.081	2.601	2.715	5.430	8.145	0.286	0.857	1.143	8	25.0%	11	2	73	68	51.77%
52	US	Matthew Boldy	MIN	23	F	6	5	2	7	2	0	25:00	19:18	2:56	2:46	5	0	0	1	0	1	1	0	0	0	6	1	0	1	0	14.3%	1.999	0.800	2.799	2.590	0.518	3.108	0.000	3.403	3.403	0.833	0.333	1.167	20	25.0%	12	5	1	4	20.00%
53	DK	Nikolaj Ehlers	WPG	28	F	8	5	2	7	4	1	17:17	13:22	3:55	0:00	4	1	0	0	0	1	1	0	1	0	5	2	0	1	0	28.6%	2.169	0.868	3.037	2.244	0.561	2.805	1.914	1.914	3.828	0.625	0.250	0.875	31	16.1%	12	4	0	0	0.00%
54	CA	John Tavares	TOR	34	F	13	5	2	7	10	-6	18:33	15:44	2:48	0:00	2	3	0	1	0	1	1	0	0	0	3	4	0	1	0	57.1%	1.244	0.497	1.741	0.586	0.293	0.880	4.936	1.645	6.581	0.385	0.154	0.538	40	12.5%	22	14	107	89	54.59%
55	US	Matthew Knies	TOR	22	F	13	5	2	7	6	-4	19:48	15:19	3:08	1:19	3	2	0	1	0	2	0	0	0	0	5	2	0	1	0	28.6%	1.165	0.466	1.631	0.903	0.602	1.506	2.934	0.000	2.934	0.385	0.154	0.538	29	17.2%	31	8	0	0	0.00%
56	US	Brady Tkachuk	OTT	25	F	6	4	3	7	6	2	18:17	15:28	2:48	0:00	3	1	0	0	0	2	1	0	1	0	5	2	0	1	0	28.6%	2.187	1.640	3.827	1.939	1.292	3.231	3.554	3.554	7.108	0.667	0.500	1.167	22	18.2%	30	1	8	18	30.77%
57	CA	Morgan Rielly	TOR	30	D	13	4	3	7	4	-2	21:42	20:08	1:24	0:09	4	0	0	0	0	2	1	0	0	0	6	1	0	0	0	14.3%	0.851	0.638	1.489	0.917	0.458	1.375	0.000	3.291	3.291	0.308	0.231	0.538	18	22.2%	14	29	0	0	0.00%
58	CA	Adam Henrique	EDM	34	F	22	4	3	7	4	4	14:40	12:30	0:35	1:34	4	0	0	1	0	3	0	0	0	0	7	0	0	1	0	0.0%	0.743	0.557	1.300	0.872	0.654	1.526	0.000	0.000	0.000	0.182	0.136	0.318	35	11.4%	54	29	176	164	51.76%
59	CH	Kevin Fiala	LAK	28	F	6	3	4	7	2	0	21:52	18:03	3:49	0:00	1	2	0	0	0	2	2	0	0	0	3	4	0	0	0	57.1%	1.371	1.829	3.200	0.554	1.108	1.662	5.229	5.229	10.458	0.500	0.667	1.167	25	12.0%	20	5	0	0	0.00%
60	CA	Tom Wilson	WSH	30	F	10	3	4	7	14	3	20:00	14:47	3:12	2:00	2	1	0	0	0	2	2	0	2	0	4	3	0	2	0	42.9%	0.900	1.199	2.099	0.811	0.811	1.622	1.871	3.742	5.613	0.300	0.400	0.700	19	15.8%	51	9	3	3	50.00%
61	CA	Max Domi	TOR	29	F	13	3	4	7	33	2	13:07	11:56	1:10	0:00	3	0	0	1	1	3	1	0	1	0	6	1	0	2	1	14.3%	1.055	1.407	2.462	1.159	1.159	2.318	0.000	3.922	3.922	0.231	0.308	0.538	19	15.8%	17	1	61	45	57.55%
62	SE	Viktor Arvidsson	EDM	31	F	15	2	5	7	6	3	11:36	11:15	0:13	0:07	2	0	0	0	0	5	0	0	1	0	7	0	0	1	0	0.0%	0.689	1.723	2.413	0.711	1.778	2.489	0.000	0.000	0.000	0.133	0.333	0.467	24	8.3%	16	4	3	5	37.50%
63	US	Neal Pionk	WPG	29	D	13	1	6	7	14	1	24:24	19:51	2:09	2:23	0	1	0	0	0	4	2	0	2	1	4	3	0	2	1	42.9%	0.189	1.135	1.324	0.000	0.930	0.930	2.134	4.268	6.402	0.077	0.462	0.538	23	4.4%	45	17	0	0	0.00%
64	CA	Sam Steel	DAL	26	F	18	1	6	7	18	-1	13:54	11:04	0:01	2:47	1	0	0	0	0	6	0	0	2	1	7	0	0	2	1	0.0%	0.240	1.439	1.679	0.301	1.805	2.106	0.000	0.000	0.000	0.056	0.333	0.389	13	7.7%	32	12	69	57	54.76%
65	US	Mason Appleton	WPG	28	F	13	0	7	7	14	5	14:50	13:41	0:57	0:12	0	0	0	0	0	5	2	0	1	0	5	2	0	1	0	28.6%	0.000	2.176	2.176	0.000	1.686	1.686	0.000	9.704	9.704	0.000	0.538	0.538	16	0.0%	28	7	1	2	33.33%
66	RU	Alexander Ovechkin	WSH	39	F	10	5	1	6	6	0	17:01	12:28	4:32	0:00	2	3	0	1	1	1	0	0	0	0	3	3	0	1	1	50.0%	1.762	0.352	2.115	0.962	0.481	1.442	3.960	0.000	3.960	0.500	0.100	0.600	33	15.2%	31	3	0	0	0.00%
67	CA	Connor McMichael	WSH	23	F	10	4	2	6	2	3	16:57	14:28	1:27	1:01	4	0	0	0	0	2	0	0	0	0	6	0	0	0	0	0.0%	1.415	0.708	2.123	1.657	0.829	2.486	0.000	0.000	0.000	0.400	0.200	0.600	18	22.2%	10	8	8	14	36.36%
68	US	Jason Robertson	DAL	25	F	11	4	2	6	2	-5	15:50	13:59	1:49	0:01	3	1	0	0	0	1	1	0	0	0	4	2	0	0	0	33.3%	1.377	0.689	2.066	1.170	0.390	1.560	2.985	2.985	5.970	0.364	0.182	0.545	22	18.2%	12	7	0	0	0.00%
69	CH	Nino Niederreiter	WPG	32	F	13	4	2	6	10	-3	15:29	13:42	1:46	0:00	3	1	0	0	0	2	0	0	0	0	5	1	0	0	0	16.7%	1.192	0.596	1.788	1.010	0.673	1.684	2.607	0.000	2.607	0.308	0.154	0.462	25	16.0%	37	4	1	1	50.00%
70	US	Jake Guentzel	TBL	30	F	5	3	3	6	6	-3	22:44	15:38	5:09	1:57	1	2	0	0	0	3	0	0	0	0	4	2	0	0	0	33.3%	1.583	1.583	3.166	0.768	2.303	3.070	4.654	0.000	4.654	0.600	0.600	1.200	16	18.8%	6	2	10	11	47.62%
71	RU	Andrei Kuzmenko	LAK	28	F	6	3	3	6	4	-5	18:15	14:26	3:48	0:00	0	3	0	1	0	2	1	0	0	0	2	4	0	1	0	66.7%	1.644	1.644	3.288	0.000	1.384	1.384	7.889	2.630	10.519	0.500	0.500	1.000	17	17.7%	5	3	0	0	0.00%
72	SE	William Karlsson	VGK	31	F	11	3	3	6	0	5	18:34	15:23	1:04	2:06	2	0	1	0	0	1	1	1	1	0	3	1	2	1	0	16.7%	0.881	0.881	1.762	0.709	0.354	1.063	0.000	5.092	5.092	0.273	0.273	0.545	17	17.7%	2	8	63	57	52.50%
73	FI	Kasperi Kapanen	EDM	28	F	12	3	3	6	18	4	13:28	12:34	0:00	0:53	3	0	0	1	1	3	0	0	0	0	6	0	0	1	1	0.0%	1.114	1.114	2.227	1.193	1.193	2.385	0.000	0.000	0.000	0.250	0.250	0.500	27	11.1%	43	5	2	4	33.33%
74	RU	Vladislav Namestnikov	WPG	32	F	13	3	3	6	16	0	16:20	13:13	1:41	1:25	2	1	0	1	0	2	1	0	0	0	4	2	0	1	0	33.3%	0.847	0.847	1.695	0.698	0.698	1.396	2.717	2.717	5.434	0.231	0.231	0.462	14	21.4%	30	7	51	87	36.96%
75	CA	Cole Perfetti	WPG	22	F	13	3	3	6	2	-4	16:16	13:20	2:54	0:01	1	2	0	0	0	3	0	0	1	0	4	2	0	1	0	33.3%	0.850	0.850	1.701	0.346	1.038	1.383	3.169	0.000	3.169	0.231	0.231	0.462	28	10.7%	32	6	4	3	57.14%
76	US	Jackson Blake	CAR	21	F	15	3	3	6	16	0	16:54	12:55	3:59	0:00	1	2	0	0	0	3	0	0	0	0	4	2	0	0	0	33.3%	0.710	0.710	1.419	0.309	0.928	1.238	2.008	0.000	2.008	0.200	0.200	0.400	26	11.5%	17	1	3	7	30.00%
77	FI	Niko Mikkola	FLA	28	D	22	3	3	6	37	5	20:12	18:00	0:12	2:00	3	0	0	1	0	2	1	0	1	0	5	1	0	2	0	16.7%	0.405	0.405	0.810	0.454	0.303	0.757	0.000	13.636	13.636	0.136	0.136	0.273	18	16.7%	49	24	0	0	0.00%
78	US	Ryan Hartman	MIN	30	F	6	2	4	6	2	1	17:26	16:05	1:20	0:00	2	0	0	0	0	3	1	0	0	0	5	1	0	0	0	16.7%	1.147	2.294	3.441	1.243	1.864	3.107	0.000	7.500	7.500	0.333	0.667	1.000	18	11.1%	5	11	40	46	46.51%
79	CA	Logan O'Connor	COL	28	F	7	2	4	6	16	5	13:32	12:00	0:00	1:31	1	0	1	1	0	3	0	1	0	0	4	0	2	1	0	0.0%	1.266	2.533	3.799	0.713	2.140	2.854	0.000	0.000	0.000	0.286	0.571	0.857	11	18.2%	13	5	0	0	0.00%
80	CA	Alex Pietrangelo	VGK	34	D	10	2	4	6	0	1	23:02	19:47	0:26	2:48	2	0	0	0	0	4	0	0	0	0	6	0	0	0	0	0.0%	0.521	1.042	1.562	0.607	1.213	1.820	0.000	0.000	0.000	0.200	0.400	0.600	13	15.4%	9	27	0	0	0.00%
81	CA	Anthony Beauvillier	WSH	27	F	10	2	4	6	2	1	13:02	12:58	0:04	0:00	2	0	0	0	0	4	0	0	2	1	6	0	0	2	1	0.0%	0.920	1.840	2.760	0.925	1.851	2.776	0.000	0.000	0.000	0.200	0.400	0.600	21	9.5%	31	4	0	0	0.00%
82	CA	Taylor Hall	CAR	33	F	15	2	4	6	2	-7	14:50	12:55	1:53	0:00	2	0	0	1	0	2	2	0	0	0	4	2	0	1	0	33.3%	0.539	1.079	1.618	0.619	0.619	1.237	0.000	4.220	4.220	0.133	0.267	0.400	30	6.7%	19	5	0	6	0.00%
83	SE	Mattias Ekholm	EDM	34	D	7	1	5	6	14	0	21:35	18:54	0:23	2:17	1	0	0	0	0	4	1	0	2	1	5	1	0	2	1	16.7%	0.397	1.985	2.382	0.453	1.814	2.267	0.000	21.818	21.818	0.143	0.714	0.857	13	7.7%	2	15	0	0	0.00%
84	CA	Colton Parayko	STL	31	D	7	1	5	6	6	4	23:59	20:18	0:45	2:55	0	1	0	0	0	5	0	0	0	0	5	1	0	0	0	16.7%	0.357	1.787	2.144	0.000	2.110	2.110	11.429	0.000	11.429	0.143	0.714	0.857	15	6.7%	10	18	0	0	0.00%
85	CA	Jake Neighbours	STL	22	F	7	1	5	6	16	-2	17:51	15:24	2:25	0:01	1	0	0	0	0	4	1	0	1	0	5	1	0	1	0	16.7%	0.480	2.400	2.880	0.556	2.225	2.781	0.000	3.540	3.540	0.143	0.714	0.857	8	12.5%	33	2	1	1	50.00%
86	CA	Jordan Martinook	CAR	32	F	15	1	5	6	8	1	16:22	13:23	0:06	2:52	0	0	1	1	0	5	0	0	2	1	5	0	1	3	1	0.0%	0.244	1.222	1.466	0.000	1.493	1.493	0.000	0.000	0.000	0.067	0.333	0.400	15	6.7%	50	14	4	9	30.77%
87	CA	Matt Duchene	DAL	33	F	18	1	5	6	6	-16	16:36	13:57	2:38	0:00	0	1	0	1	0	0	5	0	2	0	0	6	0	3	0	100.0%	0.201	1.004	1.205	0.000	0.000	0.000	1.263	6.314	7.576	0.056	0.278	0.333	23	4.4%	16	13	82	45	64.57%
88	CA	Josh Morrissey	WPG	29	D	12	0	6	6	8	0	21:07	17:06	3:31	0:30	0	0	0	0	0	3	3	0	2	0	3	3	0	2	0	50.0%	0.000	1.420	1.420	0.000	0.877	0.877	0.000	4.264	4.264	0.000	0.500	0.500	19	0.0%	21	21	0	0	0.00%
89	CA	Jakob Chychrun	WSH	26	D	10	3	2	5	6	3	23:52	20:26	3:21	0:04	3	0	0	1	0	1	1	0	0	0	4	1	0	1	0	20.0%	0.754	0.503	1.257	0.881	0.294	1.174	0.000	1.784	1.784	0.300	0.200	0.500	18	16.7%	13	30	0	0	0.00%
